"leto","drzava","BDPpc","drzavljani","mladi","izobrazba","zaposlenost","neformalno","neaktivni"
2014,"Austria",38700,8543.93,65.3319491147516,69.3,2301.5,52.6,3.7
2014,"Austria",38700,8543.93,65.3319491147516,69.3,2301.5,52.6,3.7
2014,"Austria",38700,8543.93,65.3319491147516,69.3,2301.5,52.6,3.7
2014,"Austria",38700,8543.93,65.3319491147516,69.3,2301.5,52.6,3.7
2014,"Belgium",35900,11157,70.6367123778794,72.8,1649.1,13.6,4.2
2014,"Belgium",35900,11157,70.6367123778794,72.8,1649.1,13.6,4.2
2014,"Belgium",35900,11157,70.6367123778794,72.8,1649.1,13.6,4.2
2014,"Belgium",35900,11157,70.6367123778794,72.8,1649.1,13.6,4.2
2014,"Czech Republic",14900,10524.78,64.7443842056556,85.9,2139.4,32.6,1.3
2014,"Czech Republic",14900,10524.78,64.7443842056556,85.9,2139.4,32.6,1.3
2014,"Czech Republic",14900,10524.78,64.7443842056556,85.9,2139.4,32.6,1.3
2014,"Czech Republic",14900,10524.78,64.7443842056556,85.9,2139.4,32.6,1.3
2014,"Denmark",47000,5643,71.8552897395003,91.7,1681.6,118.2,2
2014,"Denmark",47000,5643,71.8552897395003,91.7,1681.6,118.2,2
2014,"Denmark",47000,5643,71.8552897395003,91.7,1681.6,118.2,2
2014,"Denmark",47000,5643,71.8552897395003,91.7,1681.6,118.2,2
2014,"Finland",37600,5462.5,69.1760915331808,86.3,1379.7,48.6,3
2014,"Finland",37600,5462.5,69.1760915331808,86.3,1379.7,48.6,3
2014,"Finland",37600,5462.5,69.1760915331808,86.3,1379.7,48.6,3
2014,"Finland",37600,5462.5,69.1760915331808,86.3,1379.7,48.6,3
2014,"France",32300,66227,72.5531278783578,67.8,9870,99,3.6
2014,"France",32300,66227,72.5531278783578,67.8,9870,99,3.6
2014,"France",32300,66227,72.5531278783578,67.8,9870,99,3.6
2014,"France",32300,66227,72.5531278783578,67.8,9870,99,3.6
2014,"Germany",36100,80983,60.2382870478989,87.2,22151.4,11.2,1.8
2014,"Germany",36100,80983,60.2382870478989,87.2,22151.4,11.2,1.8
2014,"Germany",36100,80983,60.2382870478989,87.2,22151.4,11.2,1.8
2014,"Germany",36100,80983,60.2382870478989,87.2,22151.4,11.2,1.8
2014,"Greece",16300,10892.37,61.8990541085182,71.7,1002.1,47.6,2.3
2014,"Greece",16300,10892.37,61.8990541085182,71.7,1002.1,47.6,2.3
2014,"Greece",16300,10892.37,61.8990541085182,71.7,1002.1,47.6,2.3
2014,"Greece",16300,10892.37,61.8990541085182,71.7,1002.1,47.6,2.3
2014,"Hungary",10600,9866.47,65.0419248221502,84.1,1783.7,14.4,5.6
2014,"Hungary",10600,9866.47,65.0419248221502,84.1,1783.7,14.4,5.6
2014,"Hungary",10600,9866.47,65.0419248221502,84.1,1783.7,14.4,5.6
2014,"Hungary",10600,9866.47,65.0419248221502,84.1,1783.7,14.4,5.6
2014,"Italy",26700,60789.1,58.327851539174,84.2,7362.2,26.6,5.5
2014,"Italy",26700,60789.1,58.327851539174,84.2,7362.2,26.6,5.5
2014,"Italy",26700,60789.1,58.327851539174,84.2,7362.2,26.6,5.5
2014,"Italy",26700,60789.1,58.327851539174,84.2,7362.2,26.6,5.5
2014,"Malta",19700,427.42,68.8517149408076,46.7,124.5,24,8.7
2014,"Malta",19700,427.42,68.8517149408076,46.7,124.5,24,8.7
2014,"Malta",19700,427.42,68.8517149408076,46.7,124.5,24,8.7
2014,"Malta",19700,427.42,68.8517149408076,46.7,124.5,24,8.7
2014,"Netherlands",39300,16863,70.5109055328233,78.4,5041.4,14.6,1.4
2014,"Netherlands",39300,16863,70.5109055328233,78.4,5041.4,14.6,1.4
2014,"Netherlands",39300,16863,70.5109055328233,78.4,5041.4,14.6,1.4
2014,"Netherlands",39300,16863,70.5109055328233,78.4,5041.4,14.6,1.4
2014,"Poland",10700,38484,69.6113969441846,86,6798.4,9,1.1
2014,"Poland",10700,38484,69.6113969441846,86,6798.4,9,1.1
2014,"Poland",10700,38484,69.6113969441846,86,6798.4,9,1.1
2014,"Poland",10700,38484,69.6113969441846,86,6798.4,9,1.1
2014,"Portugal",16600,10401.1,61.8871080943362,78.5,1609.5,55,2.6
2014,"Portugal",16600,10401.1,61.8871080943362,78.5,1609.5,55,2.6
2014,"Portugal",16600,10401.1,61.8871080943362,78.5,1609.5,55,2.6
2014,"Portugal",16600,10401.1,61.8871080943362,78.5,1609.5,55,2.6
2014,"Romania",7600,19913.19,67.9700941938484,84.1,3906,6,7.3
2014,"Romania",7600,19913.19,67.9700941938484,84.1,3906,6,7.3
2014,"Romania",7600,19913.19,67.9700941938484,84.1,3906,6,7.3
2014,"Romania",7600,19913.19,67.9700941938484,84.1,3906,6,7.3
2014,"Spain",22300,46455.12,61.7001914966531,72.5,4789.2,74,6.2
2014,"Spain",22300,46455.12,61.7001914966531,72.5,4789.2,74,6.2
2014,"Spain",22300,46455.12,61.7001914966531,72.5,4789.2,74,6.2
2014,"Spain",22300,46455.12,61.7001914966531,72.5,4789.2,74,6.2
2014,"Sweden",44600,9696.1,72.0479986798816,86.8,2521.4,127.6,1.7
2014,"Sweden",44600,9696.1,72.0479986798816,86.8,2521.4,127.6,1.7
2014,"Sweden",44600,9696.1,72.0479986798816,86.8,2521.4,127.6,1.7
2014,"Sweden",44600,9696.1,72.0479986798816,86.8,2521.4,127.6,1.7
2014,"United Kingdom",35000,64597,74.0276142854931,26.2,15374.6,91.6,2.7
2014,"United Kingdom",35000,64597,74.0276142854931,26.2,15374.6,91.6,2.7
2014,"United Kingdom",35000,64597,74.0276142854931,26.2,15374.6,91.6,2.7
2014,"United Kingdom",35000,64597,74.0276142854931,26.2,15374.6,91.6,2.7
2015,"Austria",39400,8629.52,64.9221972948669,71.1,2267.7,53.4,2.7
2015,"Austria",39400,8629.52,64.9221972948669,71.1,2267.7,53.4,2.7
2015,"Austria",39400,8629.52,64.9221972948669,71.1,2267.7,53.4,2.7
2015,"Austria",39400,8629.52,64.9221972948669,71.1,2267.7,53.4,2.7
2015,"Belgium",36600,11212,70.4742062076347,72.5,1661.4,12.6,3.8
2015,"Belgium",36600,11212,70.4742062076347,72.5,1661.4,12.6,3.8
2015,"Belgium",36600,11212,70.4742062076347,72.5,1661.4,12.6,3.8
2015,"Belgium",36600,11212,70.4742062076347,72.5,1661.4,12.6,3.8
2015,"Czech Republic",15800,10542.94,64.2146498035652,87.5,2145.8,27.8,1.8
2015,"Czech Republic",15800,10542.94,64.2146498035652,87.5,2145.8,27.8,1.8
2015,"Czech Republic",15800,10542.94,64.2146498035652,87.5,2145.8,27.8,1.8
2015,"Czech Republic",15800,10542.94,64.2146498035652,87.5,2145.8,27.8,1.8
2015,"Denmark",47800,5682,71.7687082013376,92.5,1753.9,111.8,1.7
2015,"Denmark",47800,5682,71.7687082013376,92.5,1753.9,111.8,1.7
2015,"Denmark",47800,5682,71.7687082013376,92.5,1753.9,111.8,1.7
2015,"Denmark",47800,5682,71.7687082013376,92.5,1753.9,111.8,1.7
2015,"Finland",38200,5480.5,68.7835416476599,89.3,1348.1,46.8,3.6
2015,"Finland",38200,5480.5,68.7835416476599,89.3,1348.1,46.8,3.6
2015,"Finland",38200,5480.5,68.7835416476599,89.3,1348.1,46.8,3.6
2015,"Finland",38200,5480.5,68.7835416476599,89.3,1348.1,46.8,3.6
2015,"France",32800,66504,72.7244677011909,67.8,9894.5,101,3.1
2015,"France",32800,66504,72.7244677011909,67.8,9894.5,101,3.1
2015,"France",32800,66504,72.7244677011909,67.8,9894.5,101,3.1
2015,"France",32800,66504,72.7244677011909,67.8,9894.5,101,3.1
2015,"Germany",37100,81687,60.0013833290487,88.6,21772.9,11.2,2.3
2015,"Germany",37100,81687,60.0013833290487,88.6,21772.9,11.2,2.3
2015,"Germany",37100,81687,60.0013833290487,88.6,21772.9,11.2,2.3
2015,"Germany",37100,81687,60.0013833290487,88.6,21772.9,11.2,2.3
2015,"Greece",16200,10820.96,61.0263784359244,73.9,1024.6,45.8,2.4
2015,"Greece",16200,10820.96,61.0263784359244,73.9,1024.6,45.8,2.4
2015,"Greece",16200,10820.96,61.0263784359244,73.9,1024.6,45.8,2.4
2015,"Greece",16200,10820.96,61.0263784359244,73.9,1024.6,45.8,2.4
2015,"Hungary",11100,9839.3,64.7939589198419,85.3,1872.9,23.8,4.5
2015,"Hungary",11100,9839.3,64.7939589198419,85.3,1872.9,23.8,4.5
2015,"Hungary",11100,9839.3,64.7939589198419,85.3,1872.9,23.8,4.5
2015,"Hungary",11100,9839.3,64.7939589198419,85.3,1872.9,23.8,4.5
2015,"Italy",27100,60730.6,58.0007673232275,84.5,7341.2,25.8,5.6
2015,"Italy",27100,60730.6,58.0007673232275,84.5,7341.2,25.8,5.6
2015,"Italy",27100,60730.6,58.0007673232275,84.5,7341.2,25.8,5.6
2015,"Italy",27100,60730.6,58.0007673232275,84.5,7341.2,25.8,5.6
2015,"Malta",21500,431.93,67.9688838469197,47.8,120.6,18.8,6.7
2015,"Malta",21500,431.93,67.9688838469197,47.8,120.6,18.8,6.7
2015,"Malta",21500,431.93,67.9688838469197,47.8,120.6,18.8,6.7
2015,"Malta",21500,431.93,67.9688838469197,47.8,120.6,18.8,6.7
2015,"Netherlands",40000,16932,70.2547247814789,77.8,5217.7,16.2,1.2
2015,"Netherlands",40000,16932,70.2547247814789,77.8,5217.7,16.2,1.2
2015,"Netherlands",40000,16932,70.2547247814789,77.8,5217.7,16.2,1.2
2015,"Netherlands",40000,16932,70.2547247814789,77.8,5217.7,16.2,1.2
2015,"Poland",11200,38455,68.2470003900663,87,6722.8,9,0.8
2015,"Poland",11200,38455,68.2470003900663,87,6722.8,9,0.8
2015,"Poland",11200,38455,68.2470003900663,87,6722.8,9,0.8
2015,"Poland",11200,38455,68.2470003900663,87,6722.8,9,0.8
2015,"Portugal",17300,10358.1,61.0580511869938,77.5,1594.5,59.4,2.5
2015,"Portugal",17300,10358.1,61.0580511869938,77.5,1594.5,59.4,2.5
2015,"Portugal",17300,10358.1,61.0580511869938,77.5,1594.5,59.4,2.5
2015,"Portugal",17300,10358.1,61.0580511869938,77.5,1594.5,59.4,2.5
2015,"Romania",8100,19819.7,67.5750995221926,83.6,4038.1,21.2,9.8
2015,"Romania",8100,19819.7,67.5750995221926,83.6,4038.1,21.2,9.8
2015,"Romania",8100,19819.7,67.5750995221926,83.6,4038.1,21.2,9.8
2015,"Romania",8100,19819.7,67.5750995221926,83.6,4038.1,21.2,9.8
2015,"Slovenia",18700,2063.3,62.018029370426,80.3,376.2,31.6,2.7
2015,"Slovenia",18700,2063.3,62.018029370426,80.3,376.2,31.6,2.7
2015,"Slovenia",18700,2063.3,62.018029370426,80.3,376.2,31.6,2.7
2015,"Slovenia",18700,2063.3,62.018029370426,80.3,376.2,31.6,2.7
2015,"Spain",23200,46407.17,61.0337325029731,68.8,4781.8,76.6,5.9
2015,"Spain",23200,46407.17,61.0337325029731,68.8,4781.8,76.6,5.9
2015,"Spain",23200,46407.17,61.0337325029731,68.8,4781.8,76.6,5.9
2015,"Spain",23200,46407.17,61.0337325029731,68.8,4781.8,76.6,5.9
2015,"Sweden",45600,9799.2,72.180443301494,88.6,2537.4,124.2,2
2015,"Sweden",45600,9799.2,72.180443301494,88.6,2537.4,124.2,2
2015,"Sweden",45600,9799.2,72.180443301494,88.6,2537.4,124.2,2
2015,"Sweden",45600,9799.2,72.180443301494,88.6,2537.4,124.2,2
2015,"United Kingdom",39600,65110,73.8580986023652,25.4,15533.2,89.6,2.5
2015,"United Kingdom",39600,65110,73.8580986023652,25.4,15533.2,89.6,2.5
2015,"United Kingdom",39600,65110,73.8580986023652,25.4,15533.2,89.6,2.5
2015,"United Kingdom",39600,65110,73.8580986023652,25.4,15533.2,89.6,2.5
2016,"Austria",40000,8739.13,65.1425256289814,71,2268.2,28.2,3.2
2016,"Belgium",37400,11271,70.6070446278059,72.8,1701,5.7,2.4
2016,"Czech Republic",16500,10563.89,63.6573269884484,89.3,2109.2,14.6,1.8
2016,"Denmark",48300,5729,71.9137720370047,92.1,1805.8,57.9,1.7
2016,"Finland",39000,5494.6,68.3921668547301,86.8,1365.6,23.2,2.8
2016,"France",33400,66671,72.482125661832,66.5,9740.7,52,3.1
2016,"Germany",37900,82731,60.5496101823984,85.5,22277.6,6.2,2.2
2016,"Hungary",11500,9814.85,64.4085645730704,84.8,2139.3,9.8,4.6
2016,"Italy",27600,60622.5,57.6033551899047,84.9,7552.5,14.2,5.9
2016,"Malta",22700,436.62,67.3762081443818,39.7,119.6,9.2,7.2
2016,"Netherlands",40900,17030,69.9406576629477,78.2,5273.3,7.6,1.1
2016,"Poland",11000,38427,66.9458922112057,86.6,7097.7,5.6,0.9
2016,"Portugal",17900,10328.6,60.4878880003098,77.7,1613.5,29.3,1.7
2016,"Romania",8600,19760.31,66.6487722105574,84.6,3844.7,9.3,8.6
2016,"Slovenia",19300,2064.63,61.3878515763115,83.7,356.4,19.9,1.8
2016,"Spain",24000,46468.1,60.4966719104074,69,4796.1,37.7,5.5
2016,"Sweden",46600,9923.09,72.1242274331887,89.5,2551.7,60.2,1.8
2016,"United Kingdom",36100,65572,73.690526444214,24.5,15960.4,41.1,2.1
