"leto","drzava","spol","starost","izobrazba","stevilo"
2012,"Belgium","Males","25 do 29","0-2",45.9
2012,"Belgium","Males","25 do 29","3-4",125.5
2012,"Belgium","Females","15 do 19","0-2",8.8
2012,"Belgium","Females","15 do 19","3-4",6.2
2012,"Belgium","Females","15 do 24","0-2",24.7
2012,"Belgium","Females","15 do 24","3-4",72.6
2012,"Belgium","Females","15 do 29","0-2",45.1
2012,"Belgium","Females","15 do 29","3-4",156.1
2012,"Belgium","Females","20 do 24","0-2",15.8
2012,"Belgium","Females","20 do 24","3-4",66.5
2012,"Belgium","Females","20 do 29","0-2",36.3
2012,"Belgium","Females","20 do 29","3-4",150
2012,"Belgium","Females","25 do 29","0-2",20.4
2012,"Belgium","Females","25 do 29","3-4",83.5
2012,"Bulgaria","Males","15 do 19","3-4",4.4
2012,"Bulgaria","Males","15 do 24","0-2",11
2012,"Bulgaria","Males","15 do 24","3-4",85
2012,"Bulgaria","Males","15 do 29","0-2",24.2
2012,"Bulgaria","Males","15 do 29","3-4",201.7
2012,"Bulgaria","Males","20 do 24","0-2",9.2
2012,"Bulgaria","Males","20 do 24","3-4",80.6
2012,"Bulgaria","Males","20 do 29","0-2",22.4
2012,"Bulgaria","Males","20 do 29","3-4",197.3
2012,"Bulgaria","Males","25 do 29","0-2",13.2
2012,"Bulgaria","Males","25 do 29","3-4",116.7
2012,"Bulgaria","Females","15 do 19","3-4",5
2012,"Bulgaria","Females","15 do 24","0-2",7.3
2012,"Bulgaria","Females","15 do 24","3-4",54.6
2012,"Bulgaria","Females","15 do 29","0-2",16.4
2012,"Bulgaria","Females","15 do 29","3-4",122.2
2012,"Bulgaria","Females","20 do 24","0-2",5.8
2012,"Bulgaria","Females","20 do 24","3-4",49.6
2012,"Bulgaria","Females","20 do 29","0-2",14.8
2012,"Bulgaria","Females","20 do 29","3-4",117.2
2012,"Bulgaria","Females","25 do 29","0-2",9.1
2012,"Bulgaria","Females","25 do 29","3-4",67.6
2012,"Czech Republic","Males","15 do 19","0-2",3.2
2012,"Czech Republic","Males","15 do 19","3-4",8.4
2012,"Czech Republic","Males","15 do 24","0-2",13.7
2012,"Czech Republic","Males","15 do 24","3-4",158
2012,"Czech Republic","Males","15 do 29","0-2",24
2012,"Czech Republic","Males","15 do 29","3-4",386.8
2012,"Czech Republic","Males","20 do 24","0-2",10.5
2012,"Czech Republic","Males","20 do 24","3-4",149.7
2012,"Czech Republic","Males","20 do 29","0-2",20.9
2012,"Czech Republic","Males","20 do 29","3-4",378.4
2012,"Czech Republic","Males","25 do 29","0-2",10.4
2012,"Czech Republic","Males","25 do 29","3-4",228.7
2012,"Czech Republic","Females","15 do 19","0-2",3
2012,"Czech Republic","Females","15 do 19","3-4",4.2
2012,"Czech Republic","Females","15 do 24","0-2",7.5
2012,"Czech Republic","Females","15 do 24","3-4",97.5
2012,"Czech Republic","Females","15 do 29","0-2",12.9
2012,"Czech Republic","Females","15 do 29","3-4",209
2012,"Czech Republic","Females","20 do 24","0-2",4.6
2012,"Czech Republic","Females","20 do 24","3-4",93.3
2012,"Czech Republic","Females","20 do 29","0-2",10
2012,"Czech Republic","Females","20 do 29","3-4",204.8
2012,"Czech Republic","Females","25 do 29","0-2",5.4
2012,"Czech Republic","Females","25 do 29","3-4",111.5
2012,"Denmark","Males","15 do 19","0-2",72.8
2012,"Denmark","Males","15 do 19","3-4",5.8
2012,"Denmark","Males","15 do 24","0-2",106.7
2012,"Denmark","Males","15 do 24","3-4",77.4
2012,"Denmark","Males","15 do 29","0-2",127.8
2012,"Denmark","Males","15 do 29","3-4",133.8
2012,"Denmark","Males","20 do 24","0-2",33.9
2012,"Denmark","Males","20 do 24","3-4",71.6
2012,"Denmark","Males","20 do 29","0-2",55.1
2012,"Denmark","Males","20 do 29","3-4",128
2012,"Denmark","Males","25 do 29","0-2",21.2
2012,"Denmark","Males","25 do 29","3-4",56.4
2012,"Denmark","Females","15 do 19","0-2",72.6
2012,"Denmark","Females","15 do 19","3-4",9.8
2012,"Denmark","Females","15 do 24","0-2",88.8
2012,"Denmark","Females","15 do 24","3-4",87
2012,"Denmark","Females","15 do 29","0-2",98.5
2012,"Denmark","Females","15 do 29","3-4",124.5
2012,"Denmark","Females","20 do 24","0-2",16.2
2012,"Denmark","Females","20 do 24","3-4",77.3
2012,"Denmark","Females","20 do 29","0-2",25.9
2012,"Denmark","Females","20 do 29","3-4",114.8
2012,"Denmark","Females","25 do 29","0-2",9.7
2012,"Denmark","Females","25 do 29","3-4",37.5
2012,"Germany","Males","15 do 19","0-2",447.4
2012,"Germany","Males","15 do 19","3-4",85.4
2012,"Germany","Males","15 do 24","0-2",848.9
2012,"Germany","Males","15 do 24","3-4",1183.4
2012,"Germany","Males","15 do 29","0-2",1061.2
2012,"Germany","Males","15 do 29","3-4",2435.1
2012,"Germany","Males","20 do 24","0-2",401.5
2012,"Germany","Males","20 do 24","3-4",1097.9
2012,"Germany","Males","20 do 29","0-2",613.9
2012,"Germany","Males","20 do 29","3-4",2349.7
2012,"Germany","Males","25 do 29","0-2",212.3
2012,"Germany","Males","25 do 29","3-4",1251.8
2012,"Germany","Females","15 do 19","0-2",321.6
2012,"Germany","Females","15 do 19","3-4",95.1
2012,"Germany","Females","15 do 24","0-2",580.1
2012,"Germany","Females","15 do 24","3-4",1088.6
2012,"Germany","Females","15 do 29","0-2",708.8
2012,"Germany","Females","15 do 29","3-4",2121.5
2012,"Germany","Females","20 do 24","0-2",258.5
2012,"Germany","Females","20 do 24","3-4",993.5
2012,"Germany","Females","20 do 29","0-2",387.2
2012,"Germany","Females","20 do 29","3-4",2026.4
2012,"Germany","Females","25 do 29","0-2",128.7
2012,"Germany","Females","25 do 29","3-4",1032.9
2012,"Estonia","Males","15 do 19","0-2",1.5
2012,"Estonia","Males","15 do 19","3-4",1.5
2012,"Estonia","Males","15 do 24","0-2",7.2
2012,"Estonia","Males","15 do 24","3-4",18.9
2012,"Estonia","Males","15 do 29","0-2",11.9
2012,"Estonia","Males","15 do 29","3-4",41
2012,"Estonia","Males","20 do 24","0-2",5.7
2012,"Estonia","Males","20 do 24","3-4",17.3
2012,"Estonia","Males","20 do 29","0-2",10.4
2012,"Estonia","Males","20 do 29","3-4",39.5
2012,"Estonia","Males","25 do 29","0-2",4.7
2012,"Estonia","Males","25 do 29","3-4",22.1
2012,"Estonia","Females","15 do 19","3-4",1.1
2012,"Estonia","Females","15 do 24","0-2",3.3
2012,"Estonia","Females","15 do 24","3-4",15.4
2012,"Estonia","Females","15 do 29","0-2",4.9
2012,"Estonia","Females","15 do 29","3-4",25.6
2012,"Estonia","Females","20 do 24","0-2",2.2
2012,"Estonia","Females","20 do 24","3-4",14.3
2012,"Estonia","Females","20 do 29","0-2",3.8
2012,"Estonia","Females","20 do 29","3-4",24.4
2012,"Estonia","Females","25 do 29","0-2",1.6
2012,"Estonia","Females","25 do 29","3-4",10.1
2012,"Ireland","Males","15 do 19","0-2",4.9
2012,"Ireland","Males","15 do 19","3-4",8.9
2012,"Ireland","Males","15 do 24","0-2",9.8
2012,"Ireland","Males","15 do 24","3-4",47
2012,"Ireland","Males","15 do 29","0-2",21.2
2012,"Ireland","Males","15 do 29","3-4",90.1
2012,"Ireland","Males","20 do 24","0-2",4.9
2012,"Ireland","Males","20 do 24","3-4",38.1
2012,"Ireland","Males","20 do 29","0-2",16.3
2012,"Ireland","Males","20 do 29","3-4",81.1
2012,"Ireland","Males","25 do 29","0-2",11.3
2012,"Ireland","Males","25 do 29","3-4",43
2012,"Ireland","Females","15 do 19","0-2",4.8
2012,"Ireland","Females","15 do 19","3-4",9.4
2012,"Ireland","Females","15 do 24","0-2",8.4
2012,"Ireland","Females","15 do 24","3-4",45.6
2012,"Ireland","Females","15 do 29","0-2",14.8
2012,"Ireland","Females","15 do 29","3-4",82.2
2012,"Ireland","Females","20 do 24","0-2",3.5
2012,"Ireland","Females","20 do 24","3-4",36.2
2012,"Ireland","Females","20 do 29","0-2",9.9
2012,"Ireland","Females","20 do 29","3-4",72.8
2012,"Ireland","Females","25 do 29","0-2",6.4
2012,"Ireland","Females","25 do 29","3-4",36.6
2012,"Greece","Males","15 do 19","0-2",6.6
2012,"Greece","Males","15 do 19","3-4",5
2012,"Greece","Males","15 do 24","0-2",29.3
2012,"Greece","Males","15 do 24","3-4",50.8
2012,"Greece","Males","15 do 29","0-2",84
2012,"Greece","Males","15 do 29","3-4",142.3
2012,"Greece","Males","20 do 24","0-2",22.7
2012,"Greece","Males","20 do 24","3-4",45.8
2012,"Greece","Males","20 do 29","0-2",77.4
2012,"Greece","Males","20 do 29","3-4",137.3
2012,"Greece","Males","25 do 29","0-2",54.7
2012,"Greece","Males","25 do 29","3-4",91.5
2012,"Greece","Females","15 do 19","0-2",1.8
2012,"Greece","Females","15 do 19","3-4",2.4
2012,"Greece","Females","15 do 24","0-2",9.9
2012,"Greece","Females","15 do 24","3-4",30.5
2012,"Greece","Females","15 do 29","0-2",23.5
2012,"Greece","Females","15 do 29","3-4",91.4
2012,"Greece","Females","20 do 24","0-2",8.1
2012,"Greece","Females","20 do 24","3-4",28.1
2012,"Greece","Females","20 do 29","0-2",21.7
2012,"Greece","Females","20 do 29","3-4",88.9
2012,"Greece","Females","25 do 29","0-2",13.7
2012,"Greece","Females","25 do 29","3-4",60.8
2012,"Spain","Males","15 do 19","0-2",36.3
2012,"Spain","Males","15 do 19","3-4",10.6
2012,"Spain","Males","15 do 24","0-2",237.6
2012,"Spain","Males","15 do 24","3-4",119
2012,"Spain","Males","15 do 29","0-2",577.3
2012,"Spain","Males","15 do 29","3-4",334.7
2012,"Spain","Males","20 do 24","0-2",201.3
2012,"Spain","Males","20 do 24","3-4",108.4
2012,"Spain","Males","20 do 29","0-2",541
2012,"Spain","Males","20 do 29","3-4",324.1
2012,"Spain","Males","25 do 29","0-2",339.7
2012,"Spain","Males","25 do 29","3-4",215.6
2012,"Spain","Females","15 do 19","0-2",20.3
2012,"Spain","Females","15 do 19","3-4",14.5
2012,"Spain","Females","15 do 24","0-2",141
2012,"Spain","Females","15 do 24","3-4",146.3
2012,"Spain","Females","15 do 29","0-2",340
2012,"Spain","Females","15 do 29","3-4",375.9
2012,"Spain","Females","20 do 24","0-2",120.7
2012,"Spain","Females","20 do 24","3-4",131.8
2012,"Spain","Females","20 do 29","0-2",319.7
2012,"Spain","Females","20 do 29","3-4",361.4
2012,"Spain","Females","25 do 29","0-2",199
2012,"Spain","Females","25 do 29","3-4",229.6
2012,"France","Males","15 do 19","0-2",113.6
2012,"France","Males","15 do 19","3-4",103.7
2012,"France","Males","15 do 24","0-2",267.9
2012,"France","Males","15 do 24","3-4",632.9
2012,"France","Males","15 do 29","0-2",498.4
2012,"France","Males","15 do 29","3-4",1276.2
2012,"France","Males","20 do 24","0-2",154.3
2012,"France","Males","20 do 24","3-4",529.2
2012,"France","Males","20 do 29","0-2",384.8
2012,"France","Males","20 do 29","3-4",1172.5
2012,"France","Males","25 do 29","0-2",230.5
2012,"France","Males","25 do 29","3-4",643.3
2012,"France","Females","15 do 19","0-2",50.8
2012,"France","Females","15 do 19","3-4",80.5
2012,"France","Females","15 do 24","0-2",145.4
2012,"France","Females","15 do 24","3-4",524.8
2012,"France","Females","15 do 29","0-2",255.2
2012,"France","Females","15 do 29","3-4",1031.2
2012,"France","Females","20 do 24","0-2",94.5
2012,"France","Females","20 do 24","3-4",444.3
2012,"France","Females","20 do 29","0-2",204.3
2012,"France","Females","20 do 29","3-4",950.8
2012,"France","Females","25 do 29","0-2",109.8
2012,"France","Females","25 do 29","3-4",506.4
2012,"Croatia","Males","15 do 19","3-4",5.3
2012,"Croatia","Males","15 do 24","0-2",3.2
2012,"Croatia","Males","15 do 24","3-4",46
2012,"Croatia","Males","15 do 29","0-2",8.2
2012,"Croatia","Males","15 do 29","3-4",117.5
2012,"Croatia","Males","20 do 24","0-2",2.7
2012,"Croatia","Males","20 do 24","3-4",40.8
2012,"Croatia","Males","20 do 29","0-2",7.7
2012,"Croatia","Males","20 do 29","3-4",112.2
2012,"Croatia","Males","25 do 29","0-2",5
2012,"Croatia","Males","25 do 29","3-4",71.4
2012,"Croatia","Females","15 do 19","3-4",4.2
2012,"Croatia","Females","15 do 24","0-2",2
2012,"Croatia","Females","15 do 24","3-4",29.7
2012,"Croatia","Females","15 do 29","0-2",3.6
2012,"Croatia","Females","15 do 29","3-4",75.8
2012,"Croatia","Females","20 do 24","0-2",1.1
2012,"Croatia","Females","20 do 24","3-4",25.5
2012,"Croatia","Females","20 do 29","0-2",2.8
2012,"Croatia","Females","20 do 29","3-4",71.6
2012,"Croatia","Females","25 do 29","0-2",1.7
2012,"Croatia","Females","25 do 29","3-4",46.1
2012,"Italy","Males","15 do 19","0-2",39
2012,"Italy","Males","15 do 19","3-4",29.4
2012,"Italy","Males","15 do 24","0-2",220.8
2012,"Italy","Males","15 do 24","3-4",432.3
2012,"Italy","Males","15 do 29","0-2",536.4
2012,"Italy","Males","15 do 29","3-4",1022.5
2012,"Italy","Males","20 do 24","0-2",181.8
2012,"Italy","Males","20 do 24","3-4",402.9
2012,"Italy","Males","20 do 29","0-2",497.3
2012,"Italy","Males","20 do 29","3-4",993
2012,"Italy","Males","25 do 29","0-2",315.6
2012,"Italy","Males","25 do 29","3-4",590.1
2012,"Italy","Females","15 do 19","0-2",20.6
2012,"Italy","Females","15 do 19","3-4",20.2
2012,"Italy","Females","15 do 24","0-2",95.6
2012,"Italy","Females","15 do 24","3-4",309.3
2012,"Italy","Females","15 do 29","0-2",231.5
2012,"Italy","Females","15 do 29","3-4",742.2
2012,"Italy","Females","20 do 24","0-2",75
2012,"Italy","Females","20 do 24","3-4",289.1
2012,"Italy","Females","20 do 29","0-2",210.9
2012,"Italy","Females","20 do 29","3-4",722
2012,"Italy","Females","25 do 29","0-2",135.9
2012,"Italy","Females","25 do 29","3-4",432.9
2012,"Cyprus","Males","15 do 19","0-2",0.7
2012,"Cyprus","Males","15 do 24","0-2",3.3
2012,"Cyprus","Males","15 do 24","3-4",9.2
2012,"Cyprus","Males","15 do 29","0-2",6.3
2012,"Cyprus","Males","15 do 29","3-4",19.3
2012,"Cyprus","Males","20 do 24","0-2",2.6
2012,"Cyprus","Males","20 do 24","3-4",9
2012,"Cyprus","Males","20 do 29","0-2",5.6
2012,"Cyprus","Males","20 do 29","3-4",19.2
2012,"Cyprus","Males","25 do 29","0-2",3
2012,"Cyprus","Males","25 do 29","3-4",10.2
2012,"Cyprus","Females","15 do 19","3-4",0.7
2012,"Cyprus","Females","15 do 24","0-2",1.6
2012,"Cyprus","Females","15 do 24","3-4",6.1
2012,"Cyprus","Females","15 do 29","0-2",4.2
2012,"Cyprus","Females","15 do 29","3-4",13.5
2012,"Cyprus","Females","20 do 24","0-2",1.3
2012,"Cyprus","Females","20 do 24","3-4",5.5
2012,"Cyprus","Females","20 do 29","0-2",3.9
2012,"Cyprus","Females","20 do 29","3-4",12.8
2012,"Cyprus","Females","25 do 29","0-2",2.6
2012,"Cyprus","Females","25 do 29","3-4",7.4
2012,"Latvia","Males","15 do 24","0-2",9.3
2012,"Latvia","Males","15 do 24","3-4",27.5
2012,"Latvia","Males","15 do 29","0-2",18.3
2012,"Latvia","Males","15 do 29","3-4",59.1
2012,"Latvia","Males","20 do 24","0-2",7.9
2012,"Latvia","Males","20 do 24","3-4",26.6
2012,"Latvia","Males","20 do 29","0-2",17
2012,"Latvia","Males","20 do 29","3-4",58.2
2012,"Latvia","Males","25 do 29","0-2",9.1
2012,"Latvia","Males","25 do 29","3-4",31.6
2012,"Latvia","Females","15 do 24","0-2",2.9
2012,"Latvia","Females","15 do 24","3-4",19.7
2012,"Latvia","Females","15 do 29","0-2",5.1
2012,"Latvia","Females","15 do 29","3-4",35.9
2012,"Latvia","Females","20 do 24","0-2",1.8
2012,"Latvia","Females","20 do 24","3-4",18.7
2012,"Latvia","Females","20 do 29","0-2",4
2012,"Latvia","Females","20 do 29","3-4",34.8
2012,"Latvia","Females","25 do 29","0-2",2.2
2012,"Latvia","Females","25 do 29","3-4",16.2
2012,"Lithuania","Males","15 do 24","0-2",5.9
2012,"Lithuania","Males","15 do 24","3-4",35
2012,"Lithuania","Males","15 do 29","0-2",11.2
2012,"Lithuania","Males","15 do 29","3-4",68.5
2012,"Lithuania","Males","20 do 24","0-2",4.7
2012,"Lithuania","Males","20 do 24","3-4",33.3
2012,"Lithuania","Males","20 do 29","0-2",10
2012,"Lithuania","Males","20 do 29","3-4",66.9
2012,"Lithuania","Males","25 do 29","0-2",5.3
2012,"Lithuania","Males","25 do 29","3-4",33.6
2012,"Lithuania","Females","15 do 24","3-4",24.3
2012,"Lithuania","Females","15 do 29","0-2",4.7
2012,"Lithuania","Females","15 do 29","3-4",43.2
2012,"Lithuania","Females","20 do 24","3-4",22.7
2012,"Lithuania","Females","20 do 29","3-4",41.6
2012,"Lithuania","Females","25 do 29","3-4",19
2012,"Luxembourg","Males","15 do 19","0-2",1.1
2012,"Luxembourg","Males","15 do 24","0-2",3.1
2012,"Luxembourg","Males","15 do 24","3-4",3.4
2012,"Luxembourg","Males","15 do 29","0-2",5.6
2012,"Luxembourg","Males","15 do 29","3-4",8.8
2012,"Luxembourg","Males","20 do 24","0-2",2.1
2012,"Luxembourg","Males","20 do 24","3-4",3.1
2012,"Luxembourg","Males","20 do 29","0-2",4.6
2012,"Luxembourg","Males","20 do 29","3-4",8.5
2012,"Luxembourg","Males","25 do 29","0-2",2.5
2012,"Luxembourg","Males","25 do 29","3-4",5.4
2012,"Luxembourg","Females","15 do 19","0-2",0.5
2012,"Luxembourg","Females","15 do 24","0-2",1.7
2012,"Luxembourg","Females","15 do 24","3-4",3
2012,"Luxembourg","Females","15 do 29","0-2",2.8
2012,"Luxembourg","Females","15 do 29","3-4",7.3
2012,"Luxembourg","Females","20 do 24","0-2",1.2
2012,"Luxembourg","Females","20 do 24","3-4",2.8
2012,"Luxembourg","Females","20 do 29","0-2",2.2
2012,"Luxembourg","Females","20 do 29","3-4",7.1
2012,"Luxembourg","Females","25 do 29","0-2",1
2012,"Luxembourg","Females","25 do 29","3-4",4.3
2012,"Hungary","Males","15 do 19","0-2",2.7
2012,"Hungary","Males","15 do 19","3-4",3.5
2012,"Hungary","Males","15 do 24","0-2",20.8
2012,"Hungary","Males","15 do 24","3-4",87.7
2012,"Hungary","Males","15 do 29","0-2",39.1
2012,"Hungary","Males","15 do 29","3-4",233.8
2012,"Hungary","Males","20 do 24","0-2",18.1
2012,"Hungary","Males","20 do 24","3-4",84.2
2012,"Hungary","Males","20 do 29","0-2",36.4
2012,"Hungary","Males","20 do 29","3-4",230.3
2012,"Hungary","Males","25 do 29","0-2",18.3
2012,"Hungary","Males","25 do 29","3-4",146.1
2012,"Hungary","Females","15 do 24","0-2",9.3
2012,"Hungary","Females","15 do 24","3-4",70.1
2012,"Hungary","Females","15 do 29","0-2",17.3
2012,"Hungary","Females","15 do 29","3-4",156
2012,"Hungary","Females","20 do 24","0-2",7.7
2012,"Hungary","Females","20 do 24","3-4",67.8
2012,"Hungary","Females","20 do 29","0-2",15.7
2012,"Hungary","Females","20 do 29","3-4",153.6
2012,"Hungary","Females","25 do 29","0-2",8
2012,"Hungary","Females","25 do 29","3-4",85.9
2012,"Malta","Males","15 do 19","0-2",1.3
2012,"Malta","Males","15 do 19","3-4",1.4
2012,"Malta","Males","15 do 24","0-2",4.8
2012,"Malta","Males","15 do 24","3-4",6.7
2012,"Malta","Males","15 do 29","0-2",10.1
2012,"Malta","Males","15 do 29","3-4",11.3
2012,"Malta","Males","20 do 24","0-2",3.5
2012,"Malta","Males","20 do 24","3-4",5.3
2012,"Malta","Males","20 do 29","0-2",8.8
2012,"Malta","Males","20 do 29","3-4",9.9
2012,"Malta","Males","25 do 29","0-2",5.3
2012,"Malta","Males","25 do 29","3-4",4.7
2012,"Malta","Females","15 do 19","0-2",0.8
2012,"Malta","Females","15 do 19","3-4",1.4
2012,"Malta","Females","15 do 24","0-2",2.4
2012,"Malta","Females","15 do 24","3-4",6
2012,"Malta","Females","15 do 29","0-2",5.1
2012,"Malta","Females","15 do 29","3-4",9.5
2012,"Malta","Females","20 do 24","0-2",1.6
2012,"Malta","Females","20 do 24","3-4",4.6
2012,"Malta","Females","20 do 29","0-2",4.3
2012,"Malta","Females","20 do 29","3-4",8.1
2012,"Malta","Females","25 do 29","0-2",2.7
2012,"Malta","Females","25 do 29","3-4",3.5
2012,"Netherlands","Males","15 do 19","0-2",188.9
2012,"Netherlands","Males","15 do 19","3-4",58.3
2012,"Netherlands","Males","15 do 24","0-2",275.2
2012,"Netherlands","Males","15 do 24","3-4",279.4
2012,"Netherlands","Males","15 do 29","0-2",351.3
2012,"Netherlands","Males","15 do 29","3-4",473.4
2012,"Netherlands","Males","20 do 24","0-2",86.3
2012,"Netherlands","Males","20 do 24","3-4",221.1
2012,"Netherlands","Males","20 do 29","0-2",162.4
2012,"Netherlands","Males","20 do 29","3-4",415.1
2012,"Netherlands","Males","25 do 29","0-2",76.1
2012,"Netherlands","Males","25 do 29","3-4",193.9
2012,"Netherlands","Females","15 do 19","0-2",180.6
2012,"Netherlands","Females","15 do 19","3-4",71.2
2012,"Netherlands","Females","15 do 24","0-2",232.3
2012,"Netherlands","Females","15 do 24","3-4",296.4
2012,"Netherlands","Females","15 do 29","0-2",271.8
2012,"Netherlands","Females","15 do 29","3-4",455.6
2012,"Netherlands","Females","20 do 24","0-2",51.8
2012,"Netherlands","Females","20 do 24","3-4",225.1
2012,"Netherlands","Females","20 do 29","0-2",91.3
2012,"Netherlands","Females","20 do 29","3-4",384.3
2012,"Netherlands","Females","25 do 29","0-2",39.5
2012,"Netherlands","Females","25 do 29","3-4",159.2
2012,"Austria","Males","15 do 19","0-2",82.5
2012,"Austria","Males","15 do 19","3-4",16.9
2012,"Austria","Males","15 do 24","0-2",105
2012,"Austria","Males","15 do 24","3-4",168.6
2012,"Austria","Males","15 do 29","0-2",128.9
2012,"Austria","Males","15 do 29","3-4",332.2
2012,"Austria","Males","20 do 24","0-2",22.5
2012,"Austria","Males","20 do 24","3-4",151.6
2012,"Austria","Males","20 do 29","0-2",46.4
2012,"Austria","Males","20 do 29","3-4",315.2
2012,"Austria","Males","25 do 29","0-2",23.9
2012,"Austria","Males","25 do 29","3-4",163.6
2012,"Austria","Females","15 do 19","0-2",52.6
2012,"Austria","Females","15 do 19","3-4",26.3
2012,"Austria","Females","15 do 24","0-2",68.2
2012,"Austria","Females","15 do 24","3-4",162.8
2012,"Austria","Females","15 do 29","0-2",85.9
2012,"Austria","Females","15 do 29","3-4",309.1
2012,"Austria","Females","20 do 24","0-2",15.6
2012,"Austria","Females","20 do 24","3-4",136.4
2012,"Austria","Females","20 do 29","0-2",33.3
2012,"Austria","Females","20 do 29","3-4",282.8
2012,"Austria","Females","25 do 29","0-2",17.7
2012,"Austria","Females","25 do 29","3-4",146.3
2012,"Poland","Males","15 do 19","0-2",37.8
2012,"Poland","Males","15 do 19","3-4",22.6
2012,"Poland","Males","15 do 24","0-2",106.9
2012,"Poland","Males","15 do 24","3-4",535.4
2012,"Poland","Males","15 do 29","0-2",160.4
2012,"Poland","Males","15 do 29","3-4",1270.2
2012,"Poland","Males","20 do 24","0-2",69.1
2012,"Poland","Males","20 do 24","3-4",512.8
2012,"Poland","Males","20 do 29","0-2",122.6
2012,"Poland","Males","20 do 29","3-4",1247.7
2012,"Poland","Males","25 do 29","0-2",53.5
2012,"Poland","Males","25 do 29","3-4",734.8
2012,"Poland","Females","15 do 19","0-2",14.1
2012,"Poland","Females","15 do 19","3-4",21.7
2012,"Poland","Females","15 do 24","0-2",27.3
2012,"Poland","Females","15 do 24","3-4",315.6
2012,"Poland","Females","15 do 29","0-2",40.4
2012,"Poland","Females","15 do 29","3-4",636.1
2012,"Poland","Females","20 do 24","0-2",13.2
2012,"Poland","Females","20 do 24","3-4",293.9
2012,"Poland","Females","20 do 29","0-2",26.4
2012,"Poland","Females","20 do 29","3-4",614.4
2012,"Poland","Females","25 do 29","0-2",13.1
2012,"Poland","Females","25 do 29","3-4",320.5
2012,"Portugal","Males","15 do 19","0-2",14
2012,"Portugal","Males","15 do 19","3-4",4.5
2012,"Portugal","Males","15 do 24","0-2",75.6
2012,"Portugal","Males","15 do 24","3-4",56.6
2012,"Portugal","Males","15 do 29","0-2",174.3
2012,"Portugal","Males","15 do 29","3-4",128.6
2012,"Portugal","Males","20 do 24","0-2",61.6
2012,"Portugal","Males","20 do 24","3-4",52
2012,"Portugal","Males","20 do 29","0-2",160.3
2012,"Portugal","Males","20 do 29","3-4",124.1
2012,"Portugal","Males","25 do 29","0-2",98.7
2012,"Portugal","Males","25 do 29","3-4",72
2012,"Portugal","Females","15 do 19","0-2",6.3
2012,"Portugal","Females","15 do 19","3-4",5.7
2012,"Portugal","Females","15 do 24","0-2",37.1
2012,"Portugal","Females","15 do 24","3-4",57.7
2012,"Portugal","Females","15 do 29","0-2",96.8
2012,"Portugal","Females","15 do 29","3-4",130.9
2012,"Portugal","Females","20 do 24","0-2",30.8
2012,"Portugal","Females","20 do 24","3-4",52
2012,"Portugal","Females","20 do 29","0-2",90.4
2012,"Portugal","Females","20 do 29","3-4",125.1
2012,"Portugal","Females","25 do 29","0-2",59.6
2012,"Portugal","Females","25 do 29","3-4",73.1
2012,"Romania","Males","15 do 19","0-2",40.5
2012,"Romania","Males","15 do 19","3-4",10.6
2012,"Romania","Males","15 do 24","0-2",121.9
2012,"Romania","Males","15 do 24","3-4",200.3
2012,"Romania","Males","15 do 29","0-2",218.3
2012,"Romania","Males","15 do 29","3-4",493.4
2012,"Romania","Males","20 do 24","0-2",81.5
2012,"Romania","Males","20 do 24","3-4",189.7
2012,"Romania","Males","20 do 29","0-2",177.8
2012,"Romania","Males","20 do 29","3-4",482.8
2012,"Romania","Males","25 do 29","0-2",96.4
2012,"Romania","Males","25 do 29","3-4",293
2012,"Romania","Females","15 do 19","0-2",25.9
2012,"Romania","Females","15 do 19","3-4",8
2012,"Romania","Females","15 do 24","0-2",76
2012,"Romania","Females","15 do 24","3-4",122.5
2012,"Romania","Females","15 do 29","0-2",144.2
2012,"Romania","Females","15 do 29","3-4",324.7
2012,"Romania","Females","20 do 24","0-2",50.1
2012,"Romania","Females","20 do 24","3-4",114.5
2012,"Romania","Females","20 do 29","0-2",118.3
2012,"Romania","Females","20 do 29","3-4",316.7
2012,"Romania","Females","25 do 29","0-2",68.1
2012,"Romania","Females","25 do 29","3-4",202.2
2012,"Slovenia","Males","15 do 19","0-2",2.9
2012,"Slovenia","Males","15 do 19","3-4",2.2
2012,"Slovenia","Males","15 do 24","0-2",6.2
2012,"Slovenia","Males","15 do 24","3-4",28
2012,"Slovenia","Males","15 do 29","0-2",9.5
2012,"Slovenia","Males","15 do 29","3-4",66
2012,"Slovenia","Males","20 do 24","0-2",3.3
2012,"Slovenia","Males","20 do 24","3-4",25.9
2012,"Slovenia","Males","20 do 29","0-2",6.6
2012,"Slovenia","Males","20 do 29","3-4",63.9
2012,"Slovenia","Males","25 do 29","0-2",3.3
2012,"Slovenia","Males","25 do 29","3-4",38
2012,"Slovenia","Females","15 do 19","0-2",1.5
2012,"Slovenia","Females","15 do 19","3-4",2.1
2012,"Slovenia","Females","15 do 24","0-2",2.4
2012,"Slovenia","Females","15 do 24","3-4",19.1
2012,"Slovenia","Females","15 do 29","0-2",3
2012,"Slovenia","Females","15 do 29","3-4",45.3
2012,"Slovenia","Females","20 do 24","0-2",0.9
2012,"Slovenia","Females","20 do 24","3-4",17
2012,"Slovenia","Females","20 do 29","0-2",1.4
2012,"Slovenia","Females","20 do 29","3-4",43.3
2012,"Slovenia","Females","25 do 29","0-2",0.5
