"leto","drzava","spol","starost","izobrazba","stevilo"
2014,"Spain","Males","25 do 29","0-2",318.4
2014,"Spain","Males","25 do 29","3-4",210.1
2014,"Spain","Females","15 do 19","0-2",18.2
2014,"Spain","Females","15 do 19","3-4",11.9
2014,"Spain","Females","15 do 24","0-2",112
2014,"Spain","Females","15 do 24","3-4",123.4
2014,"Spain","Females","15 do 29","0-2",293.2
2014,"Spain","Females","15 do 29","3-4",302.3
2014,"Spain","Females","20 do 24","0-2",93.8
2014,"Spain","Females","20 do 24","3-4",111.5
2014,"Spain","Females","20 do 29","0-2",275
2014,"Spain","Females","20 do 29","3-4",290.3
2014,"Spain","Females","25 do 29","0-2",181.2
2014,"Spain","Females","25 do 29","3-4",178.8
2014,"France","Males","15 do 19","0-2",92.2
2014,"France","Males","15 do 19","3-4",127.2
2014,"France","Males","15 do 24","0-2",203.2
2014,"France","Males","15 do 24","3-4",662.3
2014,"France","Males","15 do 29","0-2",381.6
2014,"France","Males","15 do 29","3-4",1301.3
2014,"France","Males","20 do 24","0-2",111
2014,"France","Males","20 do 24","3-4",535.1
2014,"France","Males","20 do 29","0-2",289.4
2014,"France","Males","20 do 29","3-4",1174.1
2014,"France","Males","25 do 29","0-2",178.4
2014,"France","Males","25 do 29","3-4",638.9
2014,"France","Females","15 do 19","0-2",46.5
2014,"France","Females","15 do 19","3-4",88.1
2014,"France","Females","15 do 24","0-2",109.7
2014,"France","Females","15 do 24","3-4",528.2
2014,"France","Females","15 do 29","0-2",200
2014,"France","Females","15 do 29","3-4",1024
2014,"France","Females","20 do 24","0-2",63.2
2014,"France","Females","20 do 24","3-4",440.1
2014,"France","Females","20 do 29","0-2",153.5
2014,"France","Females","20 do 29","3-4",935.9
2014,"France","Females","25 do 29","0-2",90.3
2014,"France","Females","25 do 29","3-4",495.8
2014,"Croatia","Males","15 do 19","0-2",1.4
2014,"Croatia","Males","15 do 19","3-4",6.4
2014,"Croatia","Males","15 do 24","0-2",2.4
2014,"Croatia","Males","15 do 24","3-4",49.2
2014,"Croatia","Males","15 do 29","0-2",4.3
2014,"Croatia","Males","15 do 29","3-4",117.1
2014,"Croatia","Males","20 do 24","3-4",42.9
2014,"Croatia","Males","20 do 29","0-2",2.8
2014,"Croatia","Males","20 do 29","3-4",110.7
2014,"Croatia","Males","25 do 29","0-2",1.9
2014,"Croatia","Males","25 do 29","3-4",67.8
2014,"Croatia","Females","15 do 19","3-4",5.2
2014,"Croatia","Females","15 do 24","0-2",1.2
2014,"Croatia","Females","15 do 24","3-4",28.9
2014,"Croatia","Females","15 do 29","0-2",1.9
2014,"Croatia","Females","15 do 29","3-4",74.4
2014,"Croatia","Females","20 do 24","3-4",23.7
2014,"Croatia","Females","20 do 29","0-2",1.5
2014,"Croatia","Females","20 do 29","3-4",69.2
2014,"Croatia","Females","25 do 29","3-4",45.5
2014,"Italy","Males","15 do 19","0-2",26.5
2014,"Italy","Males","15 do 19","3-4",22.3
2014,"Italy","Males","15 do 24","0-2",163.2
2014,"Italy","Males","15 do 24","3-4",379.3
2014,"Italy","Males","15 do 29","0-2",407.2
2014,"Italy","Males","15 do 29","3-4",943.4
2014,"Italy","Males","20 do 24","0-2",136.7
2014,"Italy","Males","20 do 24","3-4",357
2014,"Italy","Males","20 do 29","0-2",380.8
2014,"Italy","Males","20 do 29","3-4",921.1
2014,"Italy","Males","25 do 29","0-2",244.1
2014,"Italy","Males","25 do 29","3-4",564.1
2014,"Italy","Females","15 do 19","0-2",8
2014,"Italy","Females","15 do 19","3-4",13.8
2014,"Italy","Females","15 do 24","0-2",65.6
2014,"Italy","Females","15 do 24","3-4",269.4
2014,"Italy","Females","15 do 29","0-2",182.3
2014,"Italy","Females","15 do 29","3-4",652.2
2014,"Italy","Females","20 do 24","0-2",57.5
2014,"Italy","Females","20 do 24","3-4",255.6
2014,"Italy","Females","20 do 29","0-2",174.3
2014,"Italy","Females","20 do 29","3-4",638.4
2014,"Italy","Females","25 do 29","0-2",116.7
2014,"Italy","Females","25 do 29","3-4",382.7
2014,"Cyprus","Males","15 do 24","0-2",2.3
2014,"Cyprus","Males","15 do 24","3-4",8.2
2014,"Cyprus","Males","15 do 29","0-2",5.4
2014,"Cyprus","Males","15 do 29","3-4",19.3
2014,"Cyprus","Males","20 do 24","0-2",2
2014,"Cyprus","Males","20 do 24","3-4",7.9
2014,"Cyprus","Males","20 do 29","0-2",5.1
2014,"Cyprus","Males","20 do 29","3-4",19
2014,"Cyprus","Males","25 do 29","0-2",3.1
2014,"Cyprus","Males","25 do 29","3-4",11.2
2014,"Cyprus","Females","15 do 19","3-4",0.9
2014,"Cyprus","Females","15 do 24","0-2",0.8
2014,"Cyprus","Females","15 do 24","3-4",4.8
2014,"Cyprus","Females","15 do 29","0-2",3.6
2014,"Cyprus","Females","15 do 29","3-4",10.4
2014,"Cyprus","Females","20 do 24","3-4",4
2014,"Cyprus","Females","20 do 29","0-2",3.4
2014,"Cyprus","Females","20 do 29","3-4",9.6
2014,"Cyprus","Females","25 do 29","0-2",2.9
2014,"Cyprus","Females","25 do 29","3-4",5.6
2014,"Latvia","Males","15 do 19","0-2",2.4
2014,"Latvia","Males","15 do 24","0-2",7.5
2014,"Latvia","Males","15 do 24","3-4",26.3
2014,"Latvia","Males","15 do 29","0-2",15.5
2014,"Latvia","Males","15 do 29","3-4",60.6
2014,"Latvia","Males","20 do 24","0-2",5.1
2014,"Latvia","Males","20 do 24","3-4",25.4
2014,"Latvia","Males","20 do 29","0-2",13.1
2014,"Latvia","Males","20 do 29","3-4",59.8
2014,"Latvia","Males","25 do 29","0-2",8
2014,"Latvia","Males","25 do 29","3-4",34.3
2014,"Latvia","Females","15 do 24","0-2",2.6
2014,"Latvia","Females","15 do 24","3-4",18.1
2014,"Latvia","Females","15 do 29","0-2",5.1
2014,"Latvia","Females","15 do 29","3-4",36.5
2014,"Latvia","Females","20 do 24","0-2",1.7
2014,"Latvia","Females","20 do 24","3-4",17.7
2014,"Latvia","Females","20 do 29","0-2",4.2
2014,"Latvia","Females","20 do 29","3-4",36.1
2014,"Latvia","Females","25 do 29","0-2",2.5
2014,"Latvia","Females","25 do 29","3-4",18.4
2014,"Lithuania","Males","15 do 24","0-2",7.1
2014,"Lithuania","Males","15 do 24","3-4",41.9
2014,"Lithuania","Males","15 do 29","0-2",13.5
2014,"Lithuania","Males","15 do 29","3-4",74.9
2014,"Lithuania","Males","20 do 24","0-2",5.5
2014,"Lithuania","Males","20 do 24","3-4",40.5
2014,"Lithuania","Males","20 do 29","0-2",12
2014,"Lithuania","Males","20 do 29","3-4",73.4
2014,"Lithuania","Males","25 do 29","0-2",6.5
2014,"Lithuania","Males","25 do 29","3-4",33
2014,"Lithuania","Females","15 do 24","3-4",27.6
2014,"Lithuania","Females","15 do 29","3-4",46.6
2014,"Lithuania","Females","20 do 24","3-4",26.6
2014,"Lithuania","Females","20 do 29","3-4",45.6
2014,"Lithuania","Females","25 do 29","3-4",19
2014,"Luxembourg","Males","15 do 19","0-2",1.6
2014,"Luxembourg","Males","15 do 24","0-2",3.2
2014,"Luxembourg","Males","15 do 24","3-4",2.9
2014,"Luxembourg","Males","15 do 29","0-2",5.1
2014,"Luxembourg","Males","15 do 29","3-4",8.8
2014,"Luxembourg","Males","20 do 24","0-2",1.6
2014,"Luxembourg","Males","20 do 24","3-4",2.7
2014,"Luxembourg","Males","20 do 29","0-2",3.5
2014,"Luxembourg","Males","20 do 29","3-4",8.6
2014,"Luxembourg","Males","25 do 29","0-2",2
2014,"Luxembourg","Males","25 do 29","3-4",5.9
2014,"Luxembourg","Females","15 do 19","0-2",0.6
2014,"Luxembourg","Females","15 do 24","0-2",1.4
2014,"Luxembourg","Females","15 do 24","3-4",3.1
2014,"Luxembourg","Females","15 do 29","0-2",2.2
2014,"Luxembourg","Females","15 do 29","3-4",7.7
2014,"Luxembourg","Females","20 do 24","0-2",0.8
2014,"Luxembourg","Females","20 do 24","3-4",2.9
2014,"Luxembourg","Females","20 do 29","0-2",1.5
2014,"Luxembourg","Females","20 do 29","3-4",7.5
2014,"Luxembourg","Females","25 do 29","0-2",0.8
2014,"Luxembourg","Females","25 do 29","3-4",4.6
2014,"Hungary","Males","15 do 19","0-2",4.8
2014,"Hungary","Males","15 do 19","3-4",5.3
2014,"Hungary","Males","15 do 24","0-2",28
2014,"Hungary","Males","15 do 24","3-4",111.6
2014,"Hungary","Males","15 do 29","0-2",56.4
2014,"Hungary","Males","15 do 29","3-4",269.8
2014,"Hungary","Males","20 do 24","0-2",23.2
2014,"Hungary","Males","20 do 24","3-4",106.3
2014,"Hungary","Males","20 do 29","0-2",51.6
2014,"Hungary","Males","20 do 29","3-4",264.5
2014,"Hungary","Males","25 do 29","0-2",28.5
2014,"Hungary","Males","25 do 29","3-4",158.2
2014,"Hungary","Females","15 do 19","0-2",2.9
2014,"Hungary","Females","15 do 19","3-4",4.7
2014,"Hungary","Females","15 do 24","0-2",11
2014,"Hungary","Females","15 do 24","3-4",80.9
2014,"Hungary","Females","15 do 29","0-2",22.6
2014,"Hungary","Females","15 do 29","3-4",174.4
2014,"Hungary","Females","20 do 24","0-2",8.1
2014,"Hungary","Females","20 do 24","3-4",76.3
2014,"Hungary","Females","20 do 29","0-2",19.7
2014,"Hungary","Females","20 do 29","3-4",169.8
2014,"Hungary","Females","25 do 29","0-2",11.6
2014,"Hungary","Females","25 do 29","3-4",93.5
2014,"Malta","Males","15 do 19","0-2",1
2014,"Malta","Males","15 do 19","3-4",1.3
2014,"Malta","Males","15 do 24","0-2",4.2
2014,"Malta","Males","15 do 24","3-4",7
2014,"Malta","Males","15 do 29","0-2",9.1
2014,"Malta","Males","15 do 29","3-4",11.7
2014,"Malta","Males","20 do 24","0-2",3.1
2014,"Malta","Males","20 do 24","3-4",5.7
2014,"Malta","Males","20 do 29","0-2",8
2014,"Malta","Males","20 do 29","3-4",10.4
2014,"Malta","Males","25 do 29","0-2",4.9
2014,"Malta","Males","25 do 29","3-4",4.7
2014,"Malta","Females","15 do 19","0-2",0.8
2014,"Malta","Females","15 do 19","3-4",1.8
2014,"Malta","Females","15 do 24","0-2",2.6
2014,"Malta","Females","15 do 24","3-4",6.5
2014,"Malta","Females","15 do 29","0-2",4.9
2014,"Malta","Females","15 do 29","3-4",10.7
2014,"Malta","Females","20 do 24","0-2",1.8
2014,"Malta","Females","20 do 24","3-4",4.7
2014,"Malta","Females","20 do 29","0-2",4.2
2014,"Malta","Females","20 do 29","3-4",8.9
2014,"Malta","Females","25 do 29","0-2",2.3
2014,"Malta","Females","25 do 29","3-4",4.2
2014,"Netherlands","Males","15 do 19","0-2",184.4
2014,"Netherlands","Males","15 do 19","3-4",57.4
2014,"Netherlands","Males","15 do 24","0-2",269.1
2014,"Netherlands","Males","15 do 24","3-4",285.7
2014,"Netherlands","Males","15 do 29","0-2",330.9
2014,"Netherlands","Males","15 do 29","3-4",478.8
2014,"Netherlands","Males","20 do 24","0-2",84.7
2014,"Netherlands","Males","20 do 24","3-4",228.3
2014,"Netherlands","Males","20 do 29","0-2",146.5
2014,"Netherlands","Males","20 do 29","3-4",421.3
2014,"Netherlands","Males","25 do 29","0-2",61.9
2014,"Netherlands","Males","25 do 29","3-4",193.1
2014,"Netherlands","Females","15 do 19","0-2",180.5
2014,"Netherlands","Females","15 do 19","3-4",63
2014,"Netherlands","Females","15 do 24","0-2",223.1
2014,"Netherlands","Females","15 do 24","3-4",277.2
2014,"Netherlands","Females","15 do 29","0-2",253.3
2014,"Netherlands","Females","15 do 29","3-4",427.5
2014,"Netherlands","Females","20 do 24","0-2",42.6
2014,"Netherlands","Females","20 do 24","3-4",214.3
2014,"Netherlands","Females","20 do 29","0-2",72.8
2014,"Netherlands","Females","20 do 29","3-4",364.5
2014,"Netherlands","Females","25 do 29","0-2",30.2
2014,"Netherlands","Females","25 do 29","3-4",150.3
2014,"Austria","Males","15 do 19","0-2",72.3
2014,"Austria","Males","15 do 19","3-4",17.4
2014,"Austria","Males","15 do 24","0-2",86.6
2014,"Austria","Males","15 do 24","3-4",136.8
2014,"Austria","Males","15 do 29","0-2",103.1
2014,"Austria","Males","15 do 29","3-4",271.3
2014,"Austria","Males","20 do 24","0-2",14.3
2014,"Austria","Males","20 do 24","3-4",119.4
2014,"Austria","Males","20 do 29","0-2",30.8
2014,"Austria","Males","20 do 29","3-4",253.9
2014,"Austria","Males","25 do 29","0-2",16.5
2014,"Austria","Males","25 do 29","3-4",134.5
2014,"Austria","Females","15 do 19","0-2",41.4
2014,"Austria","Females","15 do 19","3-4",24.2
2014,"Austria","Females","15 do 24","0-2",56.8
2014,"Austria","Females","15 do 24","3-4",131.3
2014,"Austria","Females","15 do 29","0-2",72.1
2014,"Austria","Females","15 do 29","3-4",235.3
2014,"Austria","Females","20 do 24","0-2",15.3
2014,"Austria","Females","20 do 24","3-4",107.1
2014,"Austria","Females","20 do 29","0-2",30.7
2014,"Austria","Females","20 do 29","3-4",211.1
2014,"Austria","Females","25 do 29","0-2",15.3
2014,"Austria","Females","25 do 29","3-4",104
2014,"Poland","Males","15 do 19","0-2",30.1
2014,"Poland","Males","15 do 19","3-4",21.5
2014,"Poland","Males","15 do 24","0-2",83.1
2014,"Poland","Males","15 do 24","3-4",523.7
2014,"Poland","Males","15 do 29","0-2",137.8
2014,"Poland","Males","15 do 29","3-4",1183.9
2014,"Poland","Males","20 do 24","0-2",53.1
2014,"Poland","Males","20 do 24","3-4",502.2
2014,"Poland","Males","20 do 29","0-2",107.8
2014,"Poland","Males","20 do 29","3-4",1162.4
2014,"Poland","Males","25 do 29","0-2",54.7
2014,"Poland","Males","25 do 29","3-4",660.2
2014,"Poland","Females","15 do 19","0-2",15.4
2014,"Poland","Females","15 do 19","3-4",16.6
2014,"Poland","Females","15 do 24","0-2",25.4
2014,"Poland","Females","15 do 24","3-4",310.6
2014,"Poland","Females","15 do 29","0-2",39
2014,"Poland","Females","15 do 29","3-4",618.9
2014,"Poland","Females","20 do 24","0-2",10
2014,"Poland","Females","20 do 24","3-4",294
2014,"Poland","Females","20 do 29","0-2",23.7
2014,"Poland","Females","20 do 29","3-4",602.3
2014,"Poland","Females","25 do 29","0-2",13.7
2014,"Poland","Females","25 do 29","3-4",308.3
2014,"Portugal","Males","15 do 19","0-2",10.2
2014,"Portugal","Males","15 do 19","3-4",7.6
2014,"Portugal","Males","15 do 24","0-2",54.6
2014,"Portugal","Males","15 do 24","3-4",60
2014,"Portugal","Males","15 do 29","0-2",134.6
2014,"Portugal","Males","15 do 29","3-4",135
2014,"Portugal","Males","20 do 24","0-2",44.4
2014,"Portugal","Males","20 do 24","3-4",52.4
2014,"Portugal","Males","20 do 29","0-2",124.4
2014,"Portugal","Males","20 do 29","3-4",127.4
2014,"Portugal","Males","25 do 29","0-2",80
2014,"Portugal","Males","25 do 29","3-4",75
2014,"Portugal","Females","15 do 19","0-2",5.3
2014,"Portugal","Females","15 do 19","3-4",8.4
2014,"Portugal","Females","15 do 24","0-2",31.3
2014,"Portugal","Females","15 do 24","3-4",60
2014,"Portugal","Females","15 do 29","0-2",77.3
2014,"Portugal","Females","15 do 29","3-4",131.5
2014,"Portugal","Females","20 do 24","0-2",26
2014,"Portugal","Females","20 do 24","3-4",51.6
2014,"Portugal","Females","20 do 29","0-2",72
2014,"Portugal","Females","20 do 29","3-4",123.1
2014,"Portugal","Females","25 do 29","0-2",46
2014,"Portugal","Females","25 do 29","3-4",71.4
2014,"Romania","Males","15 do 19","0-2",34.2
2014,"Romania","Males","15 do 19","3-4",14.2
2014,"Romania","Males","15 do 24","0-2",112
2014,"Romania","Males","15 do 24","3-4",177.5
2014,"Romania","Males","15 do 29","0-2",234.5
2014,"Romania","Males","15 do 29","3-4",483.1
2014,"Romania","Males","20 do 24","0-2",77.8
2014,"Romania","Males","20 do 24","3-4",163.2
2014,"Romania","Males","20 do 29","0-2",200.3
2014,"Romania","Males","20 do 29","3-4",468.9
2014,"Romania","Males","25 do 29","0-2",122.5
2014,"Romania","Males","25 do 29","3-4",305.7
2014,"Romania","Females","15 do 19","0-2",23.1
2014,"Romania","Females","15 do 19","3-4",7.7
2014,"Romania","Females","15 do 24","0-2",62.5
2014,"Romania","Females","15 do 24","3-4",111.7
2014,"Romania","Females","15 do 29","0-2",132.6
2014,"Romania","Females","15 do 29","3-4",323.7
2014,"Romania","Females","20 do 24","0-2",39.4
2014,"Romania","Females","20 do 24","3-4",104
2014,"Romania","Females","20 do 29","0-2",109.5
2014,"Romania","Females","20 do 29","3-4",315.9
2014,"Romania","Females","25 do 29","0-2",70.1
2014,"Romania","Females","25 do 29","3-4",211.9
2014,"Slovenia","Males","15 do 19","0-2",3.6
2014,"Slovenia","Males","15 do 19","3-4",2.6
2014,"Slovenia","Males","15 do 24","0-2",6.3
2014,"Slovenia","Males","15 do 24","3-4",24.2
2014,"Slovenia","Males","15 do 29","0-2",9.1
2014,"Slovenia","Males","15 do 29","3-4",60.6
2014,"Slovenia","Males","20 do 24","0-2",2.7
2014,"Slovenia","Males","20 do 24","3-4",21.6
2014,"Slovenia","Males","20 do 29","0-2",5.5
2014,"Slovenia","Males","20 do 29","3-4",58
2014,"Slovenia","Males","25 do 29","0-2",2.8
2014,"Slovenia","Males","25 do 29","3-4",36.4
2014,"Slovenia","Females","15 do 19","0-2",3.2
2014,"Slovenia","Females","15 do 19","3-4",1.8
2014,"Slovenia","Females","15 do 24","0-2",4
2014,"Slovenia","Females","15 do 24","3-4",16.8
2014,"Slovenia","Females","15 do 29","0-2",5.1
2014,"Slovenia","Females","15 do 29","3-4",35.6
2014,"Slovenia","Females","20 do 24","0-2",0.8
2014,"Slovenia","Females","20 do 24","3-4",15
2014,"Slovenia","Females","20 do 29","0-2",1.9
2014,"Slovenia","Females","20 do 29","3-4",33.8
2014,"Slovenia","Females","25 do 29","0-2",1
2014,"Slovenia","Females","25 do 29","3-4",18.8
2014,"Slovakia","Males","15 do 19","3-4",4.5
2014,"Slovakia","Males","15 do 24","0-2",6.9
2014,"Slovakia","Males","15 do 24","3-4",82.5
2014,"Slovakia","Males","15 do 29","0-2",13.5
2014,"Slovakia","Males","15 do 29","3-4",199.7
2014,"Slovakia","Males","20 do 24","0-2",5.4
2014,"Slovakia","Males","20 do 24","3-4",77.9
2014,"Slovakia","Males","20 do 29","0-2",12
2014,"Slovakia","Males","20 do 29","3-4",195.2
2014,"Slovakia","Males","25 do 29","0-2",6.6
2014,"Slovakia","Males","25 do 29","3-4",117.2
2014,"Slovakia","Females","15 do 24","0-2",2.9
2014,"Slovakia","Females","15 do 24","3-4",46
2014,"Slovakia","Females","15 do 29","0-2",6.8
2014,"Slovakia","Females","15 do 29","3-4",104.2
2014,"Slovakia","Females","20 do 24","0-2",2.3
2014,"Slovakia","Females","20 do 24","3-4",44.3
2014,"Slovakia","Females","20 do 29","0-2",6.1
2014,"Slovakia","Females","20 do 29","3-4",102.5
2014,"Slovakia","Females","25 do 29","0-2",3.8
2014,"Slovakia","Females","25 do 29","3-4",58.2
2014,"Finland","Males","15 do 19","0-2",24.8
2014,"Finland","Males","15 do 19","3-4",4.8
2014,"Finland","Males","15 do 24","0-2",34.3
2014,"Finland","Males","15 do 24","3-4",88.4
2014,"Finland","Males","15 do 29","0-2",46
2014,"Finland","Males","15 do 29","3-4",170.6
2014,"Finland","Males","20 do 24","0-2",9.5
2014,"Finland","Males","20 do 24","3-4",83.6
2014,"Finland","Males","20 do 29","0-2",21.2
2014,"Finland","Males","20 do 29","3-4",165.8
2014,"Finland","Males","25 do 29","0-2",11.7
2014,"Finland","Males","25 do 29","3-4",82.1
2014,"Finland","Females","15 do 19","0-2",28.4
2014,"Finland","Females","15 do 19","3-4",11.1
2014,"Finland","Females","15 do 24","0-2",35.2
2014,"Finland","Females","15 do 24","3-4",91.5
2014,"Finland","Females","15 do 29","0-2",41.1
2014,"Finland","Females","15 do 29","3-4",142.1
2014,"Finland","Females","20 do 24","0-2",6.9
2014,"Finland","Females","20 do 24","3-4",80.4
2014,"Finland","Females","20 do 29","0-2",12.8
2014,"Finland","Females","20 do 29","3-4",130.9
2014,"Finland","Females","25 do 29","0-2",5.9
2014,"Finland","Females","25 do 29","3-4",50.6
2014,"Sweden","Males","15 do 19","0-2",34.2
2014,"Sweden","Males","15 do 19","3-4",18
2014,"Sweden","Males","15 do 24","0-2",54.8
2014,"Sweden","Males","15 do 24","3-4",180
2014,"Sweden","Males","15 do 29","0-2",82.2
2014,"Sweden","Males","15 do 29","3-4",320.2
2014,"Sweden","Males","20 do 24","0-2",20.5
2014,"Sweden","Males","20 do 24","3-4",161.9
2014,"Sweden","Males","20 do 29","0-2",47.9
2014,"Sweden","Males","20 do 29","3-4",302.2
2014,"Sweden","Males","25 do 29","0-2",27.4
2014,"Sweden","Males","25 do 29","3-4",140.3
2014,"Sweden","Females","15 do 19","0-2",45.4
2014,"Sweden","Females","15 do 19","3-4",20.2
2014,"Sweden","Females","15 do 24","0-2",56.6
2014,"Sweden","Females","15 do 24","3-4",160.8
2014,"Sweden","Females","15 do 29","0-2",70.6
2014,"Sweden","Females","15 do 29","3-4",256
2014,"Sweden","Females","20 do 24","0-2",11.2
2014,"Sweden","Females","20 do 24","3-4",140.7
2014,"Sweden","Females","20 do 29","0-2",25.2
2014,"Sweden","Females","20 do 29","3-4",235.9
2014,"Sweden","Females","25 do 29","0-2",14
2014,"Sweden","Females","25 do 29","3-4",95.2
2014,"United Kingdom","Males","15 do 19","0-2",86.9
2014,"United Kingdom","Males","15 do 19","3-4",364.3
2014,"United Kingdom","Males","15 do 24","0-2",293.8
2014,"United Kingdom","Males","15 do 24","3-4",1163.5
2014,"United Kingdom","Males","15 do 29","0-2",548.5
2014,"United Kingdom","Males","15 do 29","3-4",1940.3
2014,"United Kingdom","Males","20 do 24","0-2",206.9
2014,"United Kingdom","Males","20 do 24","3-4",799.2
2014,"United Kingdom","Males","20 do 29","0-2",461.6
2014,"United Kingdom","Males","20 do 29","3-4",1576
2014,"United Kingdom","Males","25 do 29","0-2",254.8
2014,"United Kingdom","Males","25 do 29","3-4",776.9
2014,"United Kingdom","Females","15 do 19","0-2",75.3
2014,"United Kingdom","Females","15 do 19","3-4",419.4
2014,"United Kingdom","Females","15 do 24","0-2",194
2014,"United Kingdom","Females","15 do 24","3-4",1127.5
2014,"United Kingdom","Females","15 do 29","0-2",315.6
2014,"United Kingdom","Females","15 do 29","3-4",1709.5
2014,"United Kingdom","Females","20 do 24","0-2",118.6
2014,"United Kingdom","Females","20 do 24","3-4",708
2014,"United Kingdom","Females","20 do 29","0-2",240.3
2014,"United Kingdom","Females","20 do 29","3-4",1290
2014,"United Kingdom","Females","25 do 29","0-2",121.7
2014,"United Kingdom","Females","25 do 29","3-4",582
2014,"Iceland","Males","15 do 19","0-2",4.8
2014,"Iceland","Males","15 do 24","0-2",8.9
2014,"Iceland","Males","15 do 24","3-4",4.7
2014,"Iceland","Males","15 do 29","0-2",12
2014,"Iceland","Males","15 do 29","3-4",7.6
2014,"Iceland","Males","20 do 24","0-2",4
2014,"Iceland","Males","20 do 24","3-4",4.4
2014,"Iceland","Males","20 do 29","0-2",7.1
2014,"Iceland","Males","20 do 29","3-4",7.3
2014,"Iceland","Males","25 do 29","0-2",3.1
2014,"Iceland","Males","25 do 29","3-4",2.9
2014,"Iceland","Females","15 do 19","0-2",5.2
2014,"Iceland","Females","15 do 24","0-2",7.9
2014,"Iceland","Females","15 do 24","3-4",6.5
2014,"Iceland","Females","15 do 29","0-2",9.2
2014,"Iceland","Females","15 do 29","3-4",9.3
2014,"Iceland","Females","20 do 24","0-2",2.6
2014,"Iceland","Females","20 do 24","3-4",6.1
2014,"Iceland","Females","20 do 29","0-2",3.9
2014,"Iceland","Females","20 do 29","3-4",8.9
2014,"Iceland","Females","25 do 29","0-2",1.3
2014,"Iceland","Females","25 do 29","3-4",2.8
2014,"Norway","Males","15 do 19","0-2",39.5
2014,"Norway","Males","15 do 19","3-4",10.2
2014,"Norway","Males","15 do 24","0-2",65.7
2014,"Norway","Males","15 do 24","3-4",80.3
2014,"Norway","Males","15 do 29","0-2",85.5
2014,"Norway","Males","15 do 29","3-4",141
2014,"Norway","Males","20 do 24","0-2",26.1
2014,"Norway","Males","20 do 24","3-4",70.1
2014,"Norway","Males","20 do 29","0-2",46
2014,"Norway","Males","20 do 29","3-4",130.8
2014,"Norway","Males","25 do 29","0-2",19.8
2014,"Norway","Males","25 do 29","3-4",60.7
2014,"Norway","Females","15 do 19","0-2",47.9
2014,"Norway","Females","15 do 19","3-4",10.9
2014,"Norway","Females","15 do 24","0-2",65.9
2014,"Norway","Females","15 do 24","3-4",70
2014,"Norway","Females","15 do 29","0-2",78.8
2014,"Norway","Females","15 do 29","3-4",107.2
2014,"Norway","Females","20 do 24","0-2",18
2014,"Norway","Females","20 do 24","3-4",59.1
2014,"Norway","Females","20 do 29","0-2",30.9
2014,"Norway","Females","20 do 29","3-4",96.3
2014,"Norway","Females","25 do 29","0-2",12.8
2014,"Norway","Females","25 do 29","3-4",37.2
2014,"Switzerland","Males","15 do 19","0-2",104.6
2014,"Switzerland","Males","15 do 19","3-4",15.2
2014,"Switzerland","Males","15 do 24","0-2",132.9
2014,"Switzerland","Males","15 do 24","3-4",146.6
2014,"Switzerland","Males","15 do 29","0-2",151.5
2014,"Switzerland","Males","15 do 29","3-4",271.7
2014,"Switzerland","Males","20 do 24","0-2",28.4
2014,"Switzerland","Males","20 do 24","3-4",131.4
2014,"Switzerland","Males","20 do 29","0-2",46.9
2014,"Switzerland","Males","20 do 29","3-4",256.5
2014,"Switzerland","Males","25 do 29","0-2",18.5
2014,"Switzerland","Males","25 do 29","3-4",125
2014,"Switzerland","Females","15 do 19","0-2",82.8
2014,"Switzerland","Females","15 do 19","3-4",20.4
2014,"Switzerland","Females","15 do 24","0-2",102.8
2014,"Switzerland","Females","15 do 24","3-4",147.8
2014,"Switzerland","Females","15 do 29","0-2",115.1
2014,"Switzerland","Females","15 do 29","3-4",249.1
2014,"Switzerland","Females","20 do 24","0-2",20
2014,"Switzerland","Females","20 do 24","3-4",127.4
2014,"Switzerland","Females","20 do 29","0-2",32.4
2014,"Switzerland","Females","20 do 29","3-4",228.7
2014,"Switzerland","Females","25 do 29","0-2",12.4
2014,"Switzerland","Females","25 do 29","3-4",101.3
2014,"Former Yugoslav Republic of Macedonia, the","Males","15 do 19","0-2",1.7
2014,"Former Yugoslav Republic of Macedonia, the","Males","15 do 19","3-4",1.8
2014,"Former Yugoslav Republic of Macedonia, the","Males","15 do 24","0-2",5.6
2014,"Former Yugoslav Republic of Macedonia, the","Males","15 do 24","3-4",21
2014,"Former Yugoslav Republic of Macedonia, the","Males","15 do 29","0-2",12.7
2014,"Former Yugoslav Republic of Macedonia, the","Males","15 do 29","3-4",49.9
2014,"Former Yugoslav Republic of Macedonia, the","Males","20 do 24","0-2",4
2014,"Former Yugoslav Republic of Macedonia, the","Males","20 do 24","3-4",19.2
2014,"Former Yugoslav Republic of Macedonia, the","Males","20 do 29","0-2",11
2014,"Former Yugoslav Republic of Macedonia, the","Males","20 do 29","3-4",48.1
2014,"Former Yugoslav Republic of Macedonia, the","Males","25 do 29","0-2",7.1
2014,"Former Yugoslav Republic of Macedonia, the","Males","25 do 29","3-4",28.9
2014,"Former Yugoslav Republic of Macedonia, the","Females","15 do 19","0-2",1.1
2014,"Former Yugoslav Republic of Macedonia, the","Females","15 do 19","3-4",1.3
2014,"Former Yugoslav Republic of Macedonia, the","Females","15 do 24","0-2",3.4
2014,"Former Yugoslav Republic of Macedonia, the","Females","15 do 24","3-4",10.3
2014,"Former Yugoslav Republic of Macedonia, the","Females","15 do 29","0-2",5.8
