"ACL00","GEO","UNIT","AGE","SEX","TIME","FREQUENC","Value","Flag and Footnotes"
"Cinema","Netherlands","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","19.1","u"
"Cinema","Netherlands","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","9.9","u"
"Cinema","Netherlands","Percentage","From 25 to 29 years","Total","2006","More than 12 times","5.8","u"
"Cinema","Austria","Percentage","From 16 to 19 years","Total","2006","Never","12.2",""
"Cinema","Austria","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","21",""
"Cinema","Austria","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","27.4",""
"Cinema","Austria","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","24.3",""
"Cinema","Austria","Percentage","From 16 to 19 years","Total","2006","More than 12 times","15",""
"Cinema","Austria","Percentage","From 16 to 24 years","Total","2006","Never","14.8",""
"Cinema","Austria","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","22.6",""
"Cinema","Austria","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","27.2",""
"Cinema","Austria","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","20.3",""
"Cinema","Austria","Percentage","From 16 to 24 years","Total","2006","More than 12 times","15",""
"Cinema","Austria","Percentage","From 16 to 29 years","Total","2006","Never","19.4",""
"Cinema","Austria","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","23.6",""
"Cinema","Austria","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","26.6",""
"Cinema","Austria","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","17.7",""
"Cinema","Austria","Percentage","From 16 to 29 years","Total","2006","More than 12 times","12.6",""
"Cinema","Austria","Percentage","From 20 to 24 years","Total","2006","Never","16.7",""
"Cinema","Austria","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","23.8",""
"Cinema","Austria","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","27.1",""
"Cinema","Austria","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","17.5",""
"Cinema","Austria","Percentage","From 20 to 24 years","Total","2006","More than 12 times","15",""
"Cinema","Austria","Percentage","From 20 to 29 years","Total","2006","Never","22.2",""
"Cinema","Austria","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","24.6",""
"Cinema","Austria","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","26.3",""
"Cinema","Austria","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","15.2",""
"Cinema","Austria","Percentage","From 20 to 29 years","Total","2006","More than 12 times","11.7",""
"Cinema","Austria","Percentage","From 25 to 29 years","Total","2006","Never","28.5",""
"Cinema","Austria","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","25.6",""
"Cinema","Austria","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","25.3",""
"Cinema","Austria","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","12.6",""
"Cinema","Austria","Percentage","From 25 to 29 years","Total","2006","More than 12 times","7.9",""
"Cinema","Poland","Percentage","From 16 to 19 years","Total","2006","Never","18.4",""
"Cinema","Poland","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","47.9",""
"Cinema","Poland","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","21.8",""
"Cinema","Poland","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","8.4",""
"Cinema","Poland","Percentage","From 16 to 19 years","Total","2006","More than 12 times","3.5",""
"Cinema","Poland","Percentage","From 16 to 24 years","Total","2006","Never","24.8",""
"Cinema","Poland","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","43",""
"Cinema","Poland","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","20",""
"Cinema","Poland","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","8.2",""
"Cinema","Poland","Percentage","From 16 to 24 years","Total","2006","More than 12 times","4",""
"Cinema","Poland","Percentage","From 16 to 29 years","Total","2006","Never","31.6",""
"Cinema","Poland","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","39.9",""
"Cinema","Poland","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","17.5",""
"Cinema","Poland","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","7.5",""
"Cinema","Poland","Percentage","From 16 to 29 years","Total","2006","More than 12 times","3.6",""
"Cinema","Poland","Percentage","From 20 to 24 years","Total","2006","Never","29.4",""
"Cinema","Poland","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","39.5",""
"Cinema","Poland","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","18.8",""
"Cinema","Poland","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","8",""
"Cinema","Poland","Percentage","From 20 to 24 years","Total","2006","More than 12 times","4.3",""
"Cinema","Poland","Percentage","From 20 to 29 years","Total","2006","Never","36.3",""
"Cinema","Poland","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","37",""
"Cinema","Poland","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","15.9",""
"Cinema","Poland","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","7.1",""
"Cinema","Poland","Percentage","From 20 to 29 years","Total","2006","More than 12 times","3.6",""
"Cinema","Poland","Percentage","From 25 to 29 years","Total","2006","Never","43.6",""
"Cinema","Poland","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","34.5",""
"Cinema","Poland","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","12.9",""
"Cinema","Poland","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","6.2",""
"Cinema","Poland","Percentage","From 25 to 29 years","Total","2006","More than 12 times","2.8",""
"Cinema","Portugal","Percentage","From 16 to 19 years","Total","2006","Never","25.6",""
"Cinema","Portugal","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","31.8",""
"Cinema","Portugal","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","19.6",""
"Cinema","Portugal","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","10.5",""
"Cinema","Portugal","Percentage","From 16 to 19 years","Total","2006","More than 12 times","12.6",""
"Cinema","Portugal","Percentage","From 16 to 24 years","Total","2006","Never","25",""
"Cinema","Portugal","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","30.2",""
"Cinema","Portugal","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","19.9",""
"Cinema","Portugal","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","12.5",""
"Cinema","Portugal","Percentage","From 16 to 24 years","Total","2006","More than 12 times","12.3",""
"Cinema","Portugal","Percentage","From 16 to 29 years","Total","2006","Never","30.4",""
"Cinema","Portugal","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","28.4",""
"Cinema","Portugal","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","18.7",""
"Cinema","Portugal","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","11.3",""
"Cinema","Portugal","Percentage","From 16 to 29 years","Total","2006","More than 12 times","11.3",""
"Cinema","Portugal","Percentage","From 20 to 24 years","Total","2006","Never","24.7",""
"Cinema","Portugal","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","29.1",""
"Cinema","Portugal","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","20.1",""
"Cinema","Portugal","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","13.9",""
"Cinema","Portugal","Percentage","From 20 to 24 years","Total","2006","More than 12 times","12.2",""
"Cinema","Portugal","Percentage","From 20 to 29 years","Total","2006","Never","31.9",""
"Cinema","Portugal","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","27.3",""
"Cinema","Portugal","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","18.4",""
"Cinema","Portugal","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","11.5",""
"Cinema","Portugal","Percentage","From 20 to 29 years","Total","2006","More than 12 times","10.9",""
"Cinema","Portugal","Percentage","From 25 to 29 years","Total","2006","Never","38.1",""
"Cinema","Portugal","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","25.7",""
"Cinema","Portugal","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","16.9",""
"Cinema","Portugal","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","9.5",""
"Cinema","Portugal","Percentage","From 25 to 29 years","Total","2006","More than 12 times","9.8",""
"Cinema","Slovenia","Percentage","From 16 to 19 years","Total","2006","Never","16.1",""
"Cinema","Slovenia","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","36.6",""
"Cinema","Slovenia","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","25.5",""
"Cinema","Slovenia","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","12.6",""
"Cinema","Slovenia","Percentage","From 16 to 19 years","Total","2006","More than 12 times","9.2",""
"Cinema","Slovenia","Percentage","From 16 to 24 years","Total","2006","Never","21.7",""
"Cinema","Slovenia","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","31.8",""
"Cinema","Slovenia","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","23.9",""
"Cinema","Slovenia","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","12.7",""
"Cinema","Slovenia","Percentage","From 16 to 24 years","Total","2006","More than 12 times","9.9",""
"Cinema","Slovenia","Percentage","From 16 to 29 years","Total","2006","Never","27.7",""
"Cinema","Slovenia","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","31",""
"Cinema","Slovenia","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","21.3",""
"Cinema","Slovenia","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","11",""
"Cinema","Slovenia","Percentage","From 16 to 29 years","Total","2006","More than 12 times","9",""
"Cinema","Slovenia","Percentage","From 20 to 24 years","Total","2006","Never","25.6",""
"Cinema","Slovenia","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","28.5",""
"Cinema","Slovenia","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","22.7",""
"Cinema","Slovenia","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","12.7",""
"Cinema","Slovenia","Percentage","From 20 to 24 years","Total","2006","More than 12 times","10.5",""
"Cinema","Slovenia","Percentage","From 20 to 29 years","Total","2006","Never","31.8",""
"Cinema","Slovenia","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","29",""
"Cinema","Slovenia","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","19.8",""
"Cinema","Slovenia","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","10.4",""
"Cinema","Slovenia","Percentage","From 20 to 29 years","Total","2006","More than 12 times","9",""
"Cinema","Slovenia","Percentage","From 25 to 29 years","Total","2006","Never","37.8",""
"Cinema","Slovenia","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","29.6",""
"Cinema","Slovenia","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","16.9",""
"Cinema","Slovenia","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","8.2",""
"Cinema","Slovenia","Percentage","From 25 to 29 years","Total","2006","More than 12 times","7.5",""
"Cinema","Slovakia","Percentage","From 16 to 19 years","Total","2006","Never","17.7",""
"Cinema","Slovakia","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","41.3",""
"Cinema","Slovakia","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","23.6",""
"Cinema","Slovakia","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","11.5",""
"Cinema","Slovakia","Percentage","From 16 to 19 years","Total","2006","More than 12 times","5.9",""
"Cinema","Slovakia","Percentage","From 16 to 24 years","Total","2006","Never","20.2",""
"Cinema","Slovakia","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","40.3",""
"Cinema","Slovakia","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","22.6",""
"Cinema","Slovakia","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","10.9",""
"Cinema","Slovakia","Percentage","From 16 to 24 years","Total","2006","More than 12 times","6",""
"Cinema","Slovakia","Percentage","From 16 to 29 years","Total","2006","Never","26.6",""
"Cinema","Slovakia","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","37.7",""
"Cinema","Slovakia","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","20.7",""
"Cinema","Slovakia","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","9.6",""
"Cinema","Slovakia","Percentage","From 16 to 29 years","Total","2006","More than 12 times","5.3",""
"Cinema","Slovakia","Percentage","From 20 to 24 years","Total","2006","Never","22.2",""
"Cinema","Slovakia","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","39.6",""
"Cinema","Slovakia","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","21.8",""
"Cinema","Slovakia","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","10.3",""
"Cinema","Slovakia","Percentage","From 20 to 24 years","Total","2006","More than 12 times","6.1",""
"Cinema","Slovakia","Percentage","From 20 to 29 years","Total","2006","Never","30.4",""
"Cinema","Slovakia","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","36.2",""
"Cinema","Slovakia","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","19.4",""
"Cinema","Slovakia","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","8.9",""
"Cinema","Slovakia","Percentage","From 20 to 29 years","Total","2006","More than 12 times","5.1",""
"Cinema","Slovakia","Percentage","From 25 to 29 years","Total","2006","Never","39.6",""
"Cinema","Slovakia","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","32.4",""
"Cinema","Slovakia","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","16.8",""
"Cinema","Slovakia","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","7.2",""
"Cinema","Slovakia","Percentage","From 25 to 29 years","Total","2006","More than 12 times","4",""
"Cinema","Finland","Percentage","From 16 to 19 years","Total","2006","Never","13.4",""
"Cinema","Finland","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","28.7",""
"Cinema","Finland","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","28",""
"Cinema","Finland","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","13.2",""
"Cinema","Finland","Percentage","From 16 to 19 years","Total","2006","More than 12 times","16.8",""
"Cinema","Finland","Percentage","From 16 to 24 years","Total","2006","Never","15.8",""
"Cinema","Finland","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","34.4",""
"Cinema","Finland","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","26.5",""
"Cinema","Finland","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","12.1",""
"Cinema","Finland","Percentage","From 16 to 24 years","Total","2006","More than 12 times","11.1",""
"Cinema","Finland","Percentage","From 16 to 29 years","Total","2006","Never","19",""
"Cinema","Finland","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","34.7",""
"Cinema","Finland","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","25.3",""
"Cinema","Finland","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","11.3",""
"Cinema","Finland","Percentage","From 16 to 29 years","Total","2006","More than 12 times","9.8",""
"Cinema","Finland","Percentage","From 20 to 24 years","Total","2006","Never","17.4",""
"Cinema","Finland","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","37.9",""
"Cinema","Finland","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","25.6",""
"Cinema","Finland","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","11.5",""
"Cinema","Finland","Percentage","From 20 to 24 years","Total","2006","More than 12 times","7.6",""
"Cinema","Finland","Percentage","From 20 to 29 years","Total","2006","Never","20.7",""
"Cinema","Finland","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","36.5",""
"Cinema","Finland","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","24.4",""
"Cinema","Finland","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","10.7",""
"Cinema","Finland","Percentage","From 20 to 29 years","Total","2006","More than 12 times","7.6",""
"Cinema","Finland","Percentage","From 25 to 29 years","Total","2006","Never","24.3",""
"Cinema","Finland","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","35",""
"Cinema","Finland","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","23.1",""
"Cinema","Finland","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","9.8",""
"Cinema","Finland","Percentage","From 25 to 29 years","Total","2006","More than 12 times","7.7",""
"Cinema","Sweden","Percentage","From 16 to 19 years","Total","2006","Never","15",""
"Cinema","Sweden","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","39.5",""
"Cinema","Sweden","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","26.8",""
"Cinema","Sweden","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","11.5",""
"Cinema","Sweden","Percentage","From 16 to 19 years","Total","2006","More than 12 times","7.2",""
"Cinema","Sweden","Percentage","From 16 to 24 years","Total","2006","Never","16.1",""
"Cinema","Sweden","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","41.4",""
"Cinema","Sweden","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","26",""
"Cinema","Sweden","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","11",""
"Cinema","Sweden","Percentage","From 16 to 24 years","Total","2006","More than 12 times","5.5",""
"Cinema","Sweden","Percentage","From 16 to 29 years","Total","2006","Never","18.8",""
"Cinema","Sweden","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","41.9",""
"Cinema","Sweden","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","24.6",""
"Cinema","Sweden","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","9.9",""
"Cinema","Sweden","Percentage","From 16 to 29 years","Total","2006","More than 12 times","4.7",""
"Cinema","Sweden","Percentage","From 20 to 24 years","Total","2006","Never","17.3",""
"Cinema","Sweden","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","43.5",""
"Cinema","Sweden","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","25.2",""
"Cinema","Sweden","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","10.4",""
"Cinema","Sweden","Percentage","From 20 to 24 years","Total","2006","More than 12 times","3.7",""
"Cinema","Sweden","Percentage","From 20 to 29 years","Total","2006","Never","20.7",""
"Cinema","Sweden","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","43.2",""
"Cinema","Sweden","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","23.5",""
"Cinema","Sweden","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","9.2",""
"Cinema","Sweden","Percentage","From 20 to 29 years","Total","2006","More than 12 times","3.5",""
"Cinema","Sweden","Percentage","From 25 to 29 years","Total","2006","Never","23.7",""
"Cinema","Sweden","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","42.9",""
"Cinema","Sweden","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","22",""
"Cinema","Sweden","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","8.1",""
"Cinema","Sweden","Percentage","From 25 to 29 years","Total","2006","More than 12 times","3.3",""
"Cinema","United Kingdom","Percentage","From 16 to 19 years","Total","2006","Never","13.3",""
"Cinema","United Kingdom","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","24.1",""
"Cinema","United Kingdom","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","22.2",""
"Cinema","United Kingdom","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","19.7",""
"Cinema","United Kingdom","Percentage","From 16 to 19 years","Total","2006","More than 12 times","20.8",""
"Cinema","United Kingdom","Percentage","From 16 to 24 years","Total","2006","Never","18.4",""
"Cinema","United Kingdom","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","26.4",""
"Cinema","United Kingdom","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","20.6",""
"Cinema","United Kingdom","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","16.9",""
"Cinema","United Kingdom","Percentage","From 16 to 24 years","Total","2006","More than 12 times","17.8",""
"Cinema","United Kingdom","Percentage","From 16 to 29 years","Total","2006","Never","21.4",""
"Cinema","United Kingdom","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","28.4",""
"Cinema","United Kingdom","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","19.5",""
"Cinema","United Kingdom","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","15.7",""
"Cinema","United Kingdom","Percentage","From 16 to 29 years","Total","2006","More than 12 times","15",""
"Cinema","United Kingdom","Percentage","From 20 to 24 years","Total","2006","Never","22.1",""
"Cinema","United Kingdom","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","28",""
"Cinema","United Kingdom","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","19.4",""
"Cinema","United Kingdom","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","14.9",""
"Cinema","United Kingdom","Percentage","From 20 to 24 years","Total","2006","More than 12 times","15.7",""
"Cinema","United Kingdom","Percentage","From 20 to 29 years","Total","2006","Never","24.2",""
"Cinema","United Kingdom","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","29.9",""
"Cinema","United Kingdom","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","18.6",""
"Cinema","United Kingdom","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","14.3",""
"Cinema","United Kingdom","Percentage","From 20 to 29 years","Total","2006","More than 12 times","13",""
"Cinema","United Kingdom","Percentage","From 25 to 29 years","Total","2006","Never","26.2",""
"Cinema","United Kingdom","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","31.6",""
"Cinema","United Kingdom","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","17.9",""
"Cinema","United Kingdom","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","13.8",""
"Cinema","United Kingdom","Percentage","From 25 to 29 years","Total","2006","More than 12 times","10.5",""
"Cinema","Iceland","Percentage","From 16 to 19 years","Total","2006","Never","1.4",""
"Cinema","Iceland","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","15.6",""
"Cinema","Iceland","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","13.4",""
"Cinema","Iceland","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","29.3",""
"Cinema","Iceland","Percentage","From 16 to 19 years","Total","2006","More than 12 times","40.3",""
"Cinema","Iceland","Percentage","From 16 to 24 years","Total","2006","Never","4.3",""
"Cinema","Iceland","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","20.5",""
"Cinema","Iceland","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","20.9",""
"Cinema","Iceland","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","26.2",""
"Cinema","Iceland","Percentage","From 16 to 24 years","Total","2006","More than 12 times","28.2",""
"Cinema","Iceland","Percentage","From 16 to 29 years","Total","2006","Never","7.1",""
"Cinema","Iceland","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","24.3",""
"Cinema","Iceland","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","22.2",""
"Cinema","Iceland","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","23.2",""
"Cinema","Iceland","Percentage","From 16 to 29 years","Total","2006","More than 12 times","23.3",""
"Cinema","Iceland","Percentage","From 20 to 24 years","Total","2006","Never","6.7",""
"Cinema","Iceland","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","24.7",""
"Cinema","Iceland","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","27.3",""
"Cinema","Iceland","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","23.6",""
"Cinema","Iceland","Percentage","From 20 to 24 years","Total","2006","More than 12 times","17.8",""
"Cinema","Iceland","Percentage","From 20 to 29 years","Total","2006","Never","9.5",""
"Cinema","Iceland","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","28",""
"Cinema","Iceland","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","25.9",""
"Cinema","Iceland","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","20.6",""
"Cinema","Iceland","Percentage","From 20 to 29 years","Total","2006","More than 12 times","16",""
"Cinema","Iceland","Percentage","From 25 to 29 years","Total","2006","Never","12.3",""
"Cinema","Iceland","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","31.4",""
"Cinema","Iceland","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","24.5",""
"Cinema","Iceland","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","17.6",""
"Cinema","Iceland","Percentage","From 25 to 29 years","Total","2006","More than 12 times","14.2",""
"Cinema","Norway","Percentage","From 16 to 19 years","Total","2006","Never","9.8","u"
"Cinema","Norway","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","26.9","u"
"Cinema","Norway","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","27.4","u"
"Cinema","Norway","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","21.9","u"
"Cinema","Norway","Percentage","From 16 to 19 years","Total","2006","More than 12 times","14","u"
"Cinema","Norway","Percentage","From 16 to 24 years","Total","2006","Never","11.8","u"
"Cinema","Norway","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","28","u"
"Cinema","Norway","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","23.8","u"
"Cinema","Norway","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","22.1","u"
"Cinema","Norway","Percentage","From 16 to 24 years","Total","2006","More than 12 times","14.3","u"
"Cinema","Norway","Percentage","From 16 to 29 years","Total","2006","Never","16","u"
"Cinema","Norway","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","28","u"
"Cinema","Norway","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","21.8","u"
"Cinema","Norway","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","22","u"
"Cinema","Norway","Percentage","From 16 to 29 years","Total","2006","More than 12 times","12.1","u"
"Cinema","Norway","Percentage","From 20 to 24 years","Total","2006","Never","13.4","u"
"Cinema","Norway","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","28.7","u"
"Cinema","Norway","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","21","u"
"Cinema","Norway","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","22.3","u"
"Cinema","Norway","Percentage","From 20 to 24 years","Total","2006","More than 12 times","14.6","u"
"Cinema","Norway","Percentage","From 20 to 29 years","Total","2006","Never","18.3","u"
"Cinema","Norway","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","28.4","u"
"Cinema","Norway","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","19.8","u"
"Cinema","Norway","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","22.1","u"
"Cinema","Norway","Percentage","From 20 to 29 years","Total","2006","More than 12 times","11.5","u"
"Cinema","Norway","Percentage","From 25 to 29 years","Total","2006","Never","22.9","u"
"Cinema","Norway","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","28","u"
"Cinema","Norway","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","18.6","u"
"Cinema","Norway","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","21.9","u"
"Cinema","Norway","Percentage","From 25 to 29 years","Total","2006","More than 12 times","8.6","u"
