"ACL00","GEO","UNIT","AGE","SEX","TIME","FREQUENC","Value","Flag and Footnotes"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","3.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","1.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 20 to 24 years","Total","2006","More than 12 times","1.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 20 to 29 years","Total","2006","Never","81.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","13",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","2.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","1.2",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 20 to 29 years","Total","2006","More than 12 times","1.2",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 25 to 29 years","Total","2006","Never","85",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","10.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","2.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","1.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Percentage","From 25 to 29 years","Total","2006","More than 12 times","1.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 19 years","Total","2006","Never","43.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","37.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","14.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","2.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 19 years","Total","2006","More than 12 times","1.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 24 years","Total","2006","Never","46.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","35",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","13.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 24 years","Total","2006","More than 12 times","1.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 29 years","Total","2006","Never","47.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","35.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","11.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","3.2",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 16 to 29 years","Total","2006","More than 12 times","1.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 24 years","Total","2006","Never","49.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","32.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","13.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","3.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 24 years","Total","2006","More than 12 times","1.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 29 years","Total","2006","Never","48.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","34.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","11",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","3.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 20 to 29 years","Total","2006","More than 12 times","2.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 25 to 29 years","Total","2006","Never","48.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","36.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","9.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","3.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Czech Republic","Percentage","From 25 to 29 years","Total","2006","More than 12 times","2.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 19 years","Total","2006","Never","54.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","28.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","8.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","5.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 19 years","Total","2006","More than 12 times","2.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 24 years","Total","2006","Never","50.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","30.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","10.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","3.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 24 years","Total","2006","More than 12 times","4.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 29 years","Total","2006","Never","49.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","31.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","10.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","4.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 16 to 29 years","Total","2006","More than 12 times","4.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 24 years","Total","2006","Never","47",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","32",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","12.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","1.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 24 years","Total","2006","More than 12 times","6.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 29 years","Total","2006","Never","47.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","32",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","11.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","3.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 20 to 29 years","Total","2006","More than 12 times","5.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 25 to 29 years","Total","2006","Never","48.2",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","32.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","9.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","5.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Denmark","Percentage","From 25 to 29 years","Total","2006","More than 12 times","4.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","Never","38.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","47.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","10.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 19 years","Total","2006","More than 12 times","0.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","Never","40.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","45",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","10.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","2.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 24 years","Total","2006","More than 12 times","0.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","Never","41.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","43.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","10.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 16 to 29 years","Total","2006","More than 12 times","0.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","Never","44.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","41.2",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","10.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","2.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 24 years","Total","2006","More than 12 times","1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","Never","43.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","41.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","11.2",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 20 to 29 years","Total","2006","More than 12 times","0.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","Never","42.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","41.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","11.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","3.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Germany (until 1990 former territory of the FRG)","Percentage","From 25 to 29 years","Total","2006","More than 12 times","0.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 19 years","Total","2006","Never","42.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","43.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","10.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","2.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 19 years","Total","2006","More than 12 times","0.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 24 years","Total","2006","Never","49.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","36.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","10.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","2.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 24 years","Total","2006","More than 12 times","1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 29 years","Total","2006","Never","52.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","34.2",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","10.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","2.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 16 to 29 years","Total","2006","More than 12 times","0.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 24 years","Total","2006","Never","54.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","31.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","9.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","2.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 24 years","Total","2006","More than 12 times","1.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 29 years","Total","2006","Never","56.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","30.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","10.2",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","2.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 20 to 29 years","Total","2006","More than 12 times","0.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 25 to 29 years","Total","2006","Never","57.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","29.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","10.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","2.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Estonia","Percentage","From 25 to 29 years","Total","2006","More than 12 times","0.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 19 years","Total","2006","Never","64.3","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","27.5","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","5.2","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","2.5","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 19 years","Total","2006","More than 12 times","0.5","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 24 years","Total","2006","Never","66.5","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","23.5","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","6.4","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","2.2","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 24 years","Total","2006","More than 12 times","1.4","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 29 years","Total","2006","Never","64.3","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","24.1","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","6.9","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","2.6","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 16 to 29 years","Total","2006","More than 12 times","2.1","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 24 years","Total","2006","Never","68.2","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","20.3","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","7.4","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","1.9","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 24 years","Total","2006","More than 12 times","2.2","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 29 years","Total","2006","Never","64.2","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","22.4","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","7.7","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","2.7","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 20 to 29 years","Total","2006","More than 12 times","2.9","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 25 to 29 years","Total","2006","Never","56.7","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","26.4","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","8.4","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","4.1","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Ireland","Percentage","From 25 to 29 years","Total","2006","More than 12 times","4.4","u"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 19 years","Total","2006","Never","67.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 19 years","Total","2006","From 1 to 3 times","28.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 19 years","Total","2006","From 4 to 6 times","2.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 19 years","Total","2006","From 7 to 12 times","1.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 19 years","Total","2006","More than 12 times","0.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 24 years","Total","2006","Never","73.2",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 24 years","Total","2006","From 1 to 3 times","22.7",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 24 years","Total","2006","From 4 to 6 times","3.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 24 years","Total","2006","From 7 to 12 times","0.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 24 years","Total","2006","More than 12 times","0.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 29 years","Total","2006","Never","77.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 29 years","Total","2006","From 1 to 3 times","19.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 29 years","Total","2006","From 4 to 6 times","2.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 29 years","Total","2006","From 7 to 12 times","0.5",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 16 to 29 years","Total","2006","More than 12 times","0.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 24 years","Total","2006","Never","77.1",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 24 years","Total","2006","From 1 to 3 times","18.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 24 years","Total","2006","From 4 to 6 times","3.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 24 years","Total","2006","From 7 to 12 times","0.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 24 years","Total","2006","More than 12 times","0.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 29 years","Total","2006","Never","80.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 29 years","Total","2006","From 1 to 3 times","16.8",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 29 years","Total","2006","From 4 to 6 times","2.4",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 29 years","Total","2006","From 7 to 12 times","0.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 20 to 29 years","Total","2006","More than 12 times","0.3",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 25 to 29 years","Total","2006","Never","83",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 25 to 29 years","Total","2006","From 1 to 3 times","14.9",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 25 to 29 years","Total","2006","From 4 to 6 times","1.6",""
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Greece","Percentage","From 25 to 29 years","Total","2006","From 7 to 12 times","0.2",""
